Obs.	statenum	casenum	vnumber	pnumber	city	accdate	accday	accmon	caseyear	driverdrowsy	latitude	longitude	age	airbag	prf1	prf2	prf3	restraint	body	gvwrating	vfatcount	make	model	modelyr	vrf1	vrf2	drivpres	drf1	drf2	drf3	drf4	dridistract	
3412	6	2244	1	1	1980	09012017	1	9	2017	0	34.23098056	-118.36665278	20	20	0	0	0	3	3	0	0	67	32	2015	0	0	1	0	0	0	0	00	
3413	6	2249	2	1	3690	01022017	2	1	2017	0	33.95280556	-118.19199167	55	9	0	0	0	3	15	0	0	42	422	2017	0	0	1	0	0	0	0	00	
3414	6	2250	1	1	1980	08282017	28	8	2017	0	34.20101944	-118.61651111	39	20	0	0	0	3	34	0	0	20	473	2015	0	0	1	0	0	0	0	00	
3415	6	2253	1	1	820	08292017	29	8	2017	0	38.00052500	-122.05428889	23	9	0	0	0	3	14	0	1	37	404	2016	0	0	1	0	0	0	0	00	
3416	6	2255	2	1	0	07092017	9	7	2017	0	36.77710278	-119.55576944	23	8	0	0	0	3	34	0	0	49	472	2010	0	0	1	0	0	0	0	96	
3417	6	2258	1	1	250	03072017	7	3	2017	0	33.92694722	-116.92403056	46	20	0	0	0	3	34	0	0	23	472	2016	0	0	1	38	0	0	0	00	
3418	6	2261	2	1	2650	09072017	7	9	2017	0	33.92251667	-116.67714444	18	9	0	0	0	20	4	0	1	49	32	2012	0	0	1	0	0	0	0	00	
3419	6	2262	1	1	0	11202017	20	11	2017	0	34.78173333	-118.66738611	20	9	0	0	0	3	4	0	1	48	47	2017	0	0	1	35	0	0	0	00	
3420	6	2265	2	1	0	11192017	19	11	2017	0	35.34171389	-118.98544722	26	20	0	0	0	3	6	0	0	35	51	2011	0	0	1	0	0	0	0	00	
3421	6	2265	2	2	0	11192017	19	11	2017	0	35.34171389	-118.98544722	23	20	0	0	0	3	6	0	0	35	51	2011	0	0	1	0	0	0	0	00	
3422	6	2266	1	1	0	11012017	1	11	2017	0	37.53649444	-121.25700833	54	9	0	0	0	3	4	0	1	49	32	2010	0	0	1	58	0	0	0	00	
3423	6	2267	1	1	0	10142017	14	10	2017	0	38.77540000	-120.74392500	57	9	0	0	0	20	4	0	1	37	31	2008	0	0	1	8	0	0	0	00	
3424	6	2270	1	1	850	11132017	13	11	2017	0	33.89379722	-117.55721111	33	2	0	0	0	99	4	0	1	20	22	2009	0	0	1	36	0	0	0	00	
3425	6	2271	2	1	0	11122017	12	11	2017	0	37.30798056	-121.10458056	72	9	0	0	0	20	34	0	1	49	482	2013	0	0	1	0	0	0	0	00	
3426	6	2271	3	1	0	11122017	12	11	2017	0	37.30798056	-121.10458056	42	8	0	0	0	3	15	0	0	23	423	2013	0	0	1	0	0	0	0	00	
3427	6	2271	3	2	0	11122017	12	11	2017	0	37.30798056	-121.10458056	20	8	0	0	0	3	15	0	0	23	423	2013	0	0	1	0	0	0	0	00	
3428	6	2271	4	1	0	11122017	12	11	2017	0	37.30798056	-121.10458056	24	9	0	0	0	3	14	0	0	37	402	2017	0	0	1	0	0	0	0	00	
3429	6	2271	5	1	0	11122017	12	11	2017	0	37.30798056	-121.10458056	34	20	0	0	0	3	34	0	0	20	481	2017	0	0	1	0	0	0	0	00	
3430	6	2271	6	1	0	11122017	12	11	2017	0	37.30798056	-121.10458056	64	20	0	0	0	3	6	0	0	35	51	2012	0	0	1	0	0	0	0	00	
3431	6	2271	7	1	0	11122017	12	11	2017	0	37.30798056	-121.10458056	59	20	0	0	0	3	5	0	0	20	26	2015	0	0	1	0	0	0	0	00	
3432	6	2271	7	2	0	11122017	12	11	2017	0	37.30798056	-121.10458056	59	20	0	0	0	3	5	0	0	20	26	2015	0	0	1	0	0	0	0	00	
3433	6	2272	1	1	0	09182017	18	9	2017	0	37.99730278	-122.32547500	21	20	0	0	0	3	4	0	0	6	18	2016	0	0	1	0	0	0	0	00	
3434	6	2275	2	1	0	09272017	27	9	2017	0	36.94588889	-121.73683889	57	20	0	0	0	3	14	0	0	51	401	2017	0	0	1	0	0	0	0	00	
3435	6	2275	2	2	0	09272017	27	9	2017	0	36.94588889	-121.73683889	58	20	0	0	0	3	14	0	0	51	401	2017	0	0	1	0	0	0	0	00	
3436	6	2275	2	3	0	09272017	27	9	2017	0	36.94588889	-121.73683889	32	20	0	0	0	3	14	0	0	51	401	2017	0	0	1	0	0	0	0	00	
3437	6	2278	2	1	0	11132017	13	11	2017	0	36.33355833	-119.41321944	26	20	0	0	0	3	14	0	2	48	401	2008	0	0	1	58	0	0	0	00	
3438	6	2278	2	2	0	11132017	13	11	2017	0	36.33355833	-119.41321944	30	20	0	0	0	20	14	0	2	48	401	2008	0	0	1	58	0	0	0	00	
3439	6	2278	2	3	0	11132017	13	11	2017	0	36.33355833	-119.41321944	23	20	0	0	0	20	14	0	2	48	401	2008	0	0	1	58	0	0	0	00	
3440	6	2278	2	4	0	11132017	13	11	2017	0	36.33355833	-119.41321944	23	20	0	0	0	20	14	0	2	48	401	2008	0	0	1	58	0	0	0	00	
3441	6	2278	2	5	0	11132017	13	11	2017	0	36.33355833	-119.41321944	31	20	0	0	0	20	14	0	2	48	401	2008	0	0	1	58	0	0	0	00	
3442	6	2278	2	6	0	11132017	13	11	2017	0	36.33355833	-119.41321944	25	20	0	0	0	3	14	0	2	48	401	2008	0	0	1	58	0	0	0	00	
3443	6	2278	3	1	0	11132017	13	11	2017	0	36.33355833	-119.41321944	39	20	0	0	0	3	34	0	0	12	481	2010	0	0	1	0	0	0	0	00	
3444	6	2278	3	2	0	11132017	13	11	2017	0	36.33355833	-119.41321944	20	20	0	0	0	3	34	0	0	12	481	2010	0	0	1	0	0	0	0	00	
3445	6	2280	1	1	0	11182017	18	11	2017	0	35.00088056	-116.55968889	37	1	0	0	0	3	4	0	0	18	22	2010	0	0	1	0	0	0	0	00	
3446	6	2280	2	1	0	11182017	18	11	2017	0	35.00088056	-116.55968889	27	9	0	0	0	3	14	0	1	49	403	2015	0	0	1	0	0	0	0	00	
3447	6	2280	2	2	0	11182017	18	11	2017	0	35.00088056	-116.55968889	27	9	0	0	0	3	14	0	1	49	403	2015	0	0	1	0	0	0	0	00	
3448	6	2281	1	1	2480	02262017	26	2	2017	0	37.75363889	-122.16561667	18	9	0	0	0	99	4	0	0	32	51	2014	0	0	1	39	0	0	0	96	
3449	6	2281	1	2	2480	02262017	26	2	2017	0	37.75363889	-122.16561667	17	20	0	0	0	20	4	0	0	32	51	2014	0	0	1	39	0	0	0	96	
3450	6	2281	1	3	2480	02262017	26	2	2017	0	37.75363889	-122.16561667	18	9	0	0	0	20	4	0	0	32	51	2014	0	0	1	39	0	0	0	96	
3451	6	2281	1	4	2480	02262017	26	2	2017	0	37.75363889	-122.16561667	18	9	0	0	0	99	4	0	0	32	51	2014	0	0	1	39	0	0	0	96	
3452	6	2281	1	5	2480	02262017	26	2	2017	0	37.75363889	-122.16561667	18	9	0	0	0	99	4	0	0	32	51	2014	0	0	1	39	0	0	0	96	
3453	6	2281	5	1	2480	02262017	26	2	2017	0	37.75363889	-122.16561667	29	20	0	0	0	3	4	0	0	49	32	2010	0	0	1	0	0	0	0	00	
3454	6	2281	5	2	2480	02262017	26	2	2017	0	37.75363889	-122.16561667	35	20	0	0	0	3	4	0	0	49	32	2010	0	0	1	0	0	0	0	00	
3455	6	2287	2	1	2650	07152017	15	7	2017	0	33.80104167	-116.51502222	62	9	0	0	0	3	14	0	0	37	402	2011	0	0	1	0	0	0	0	96	
3456	6	2291	2	1	0	03122017	12	3	2017	0	39.50058333	-122.20001111	61	1	0	0	0	3	14	0	0	49	402	2016	0	0	1	0	0	0	0	00	
3457	6	2291	2	2	0	03122017	12	3	2017	0	39.50058333	-122.20001111	59	1	0	0	0	3	14	0	0	49	402	2016	0	0	1	0	0	0	0	00	
3458	6	2291	3	1	0	03122017	12	3	2017	0	39.50058333	-122.20001111	26	1	0	0	0	3	20	0	2	37	441	2016	0	0	1	0	0	0	0	00	
3459	6	2291	3	2	0	03122017	12	3	2017	0	39.50058333	-122.20001111	2	20	0	0	0	4	20	0	2	37	441	2016	0	0	1	0	0	0	0	00	
3460	6	2291	3	3	0	03122017	12	3	2017	0	39.50058333	-122.20001111	23	20	0	0	0	3	20	0	2	37	441	2016	0	0	1	0	0	0	0	00	
3461	6	2291	3	4	0	03122017	12	3	2017	0	39.50058333	-122.20001111	4	20	0	0	0	3	20	0	2	37	441	2016	0	0	1	0	0	0	0	00	
3462	6	2291	3	5	0	03122017	12	3	2017	0	39.50058333	-122.20001111	0	20	0	0	0	4	20	0	2	37	441	2016	0	0	1	0	0	0	0	00	
3463	6	2291	3	6	0	03122017	12	3	2017	0	39.50058333	-122.20001111	18	20	0	0	0	3	20	0	2	37	441	2016	0	0	1	0	0	0	0	00	
3464	6	2291	4	1	0	03122017	12	3	2017	0	39.50058333	-122.20001111	68	20	0	0	0	3	4	0	0	34	35	2016	0	0	1	0	0	0	0	00	
3465	6	2294	1	1	1980	04122017	12	4	2017	0	34.19393333	-118.39762500	26	9	0	0	0	3	4	0	0	20	25	2014	0	0	1	0	0	0	0	96	
3466	6	2294	2	1	1980	04122017	12	4	2017	0	34.19393333	-118.39762500	58	9	0	0	0	2	4	0	1	37	31	2013	0	0	1	0	0	0	0	00	
3467	6	2297	1	1	3340	04122017	12	4	2017	0	37.25484167	-121.85893333	21	9	0	0	0	3	4	0	0	41	51	2008	0	0	1	0	0	0	0	96	
3468	6	2299	1	1	1980	09122017	12	9	2017	0	34.05943611	-118.37621389	36	20	0	0	0	3	2	0	0	65	31	2008	0	0	1	0	0	0	0	00	
3469	6	2300	1	1	1786	01172017	17	1	2017	0	33.53390000	-117.70137778	39	20	0	0	0	3	14	0	0	32	401	2014	0	0	1	99	99	99	99	00	
3470	6	2301	1	1	1300	09142017	14	9	2017	0	38.66412222	-121.13693333	27	20	0	0	0	99	4	0	0	20	25	2014	0	0	1	28	0	0	0	00	
3471	6	2302	1	1	0	12152017	15	12	2017	0	40.40413611	-122.23158889	27	9	0	0	0	3	4	0	1	49	40	2012	0	0	1	0	0	0	0	96	
3472	6	2302	1	2	0	12152017	15	12	2017	0	40.40413611	-122.23158889	22	9	0	0	0	3	4	0	1	49	40	2012	0	0	1	0	0	0	0	96	
3473	6	2304	2	1	2934	11192017	19	11	2017	0	38.58497500	-121.29745833	65	9	0	0	0	3	14	0	0	55	401	2015	0	0	1	0	0	0	0	00	
3474	6	2304	3	1	2934	11192017	19	11	2017	0	38.58497500	-121.29745833	26	20	0	0	0	3	4	0	0	34	34	2011	0	0	1	0	0	0	0	00	
3475	6	2304	3	2	2934	11192017	19	11	2017	0	38.58497500	-121.29745833	24	20	0	0	0	3	4	0	0	34	34	2011	0	0	1	0	0	0	0	00	
3476	6	2304	4	1	2934	11192017	19	11	2017	0	38.58497500	-121.29745833	68	20	0	0	0	3	4	0	0	35	43	2015	0	0	1	0	0	0	0	00	
3477	6	2304	4	2	2934	11192017	19	11	2017	0	38.58497500	-121.29745833	68	20	0	0	0	3	4	0	0	35	43	2015	0	0	1	0	0	0	0	00	
3478	6	2310	2	1	0	10202017	20	10	2017	0	34.01807778	-117.27046667	59	9	0	0	0	3	14	0	0	37	402	2017	0	0	1	0	0	0	0	96	
3479	6	2312	5	1	3770	04042017	4	4	2017	0	38.02123056	-121.33547222	62	20	0	0	0	3	4	0	0	7	26	2013	0	0	1	0	0	0	0	00	
3480	6	2313	1	1	1970	08312017	31	8	2017	0	33.86445000	-118.15118333	19	98	0	0	0	97	2	0	0	55	41	2013	0	0	1	0	0	0	0	96	
3481	6	2318	1	1	1560	05062017	6	5	2017	0	37.64487222	-122.10514722	48	20	0	0	0	3	5	0	1	49	46	2010	0	0	1	39	0	0	0	96	
3482	6	2318	1	2	1560	05062017	6	5	2017	0	37.64487222	-122.10514722	84	20	0	0	0	3	5	0	1	49	46	2010	0	0	1	39	0	0	0	96	
3483	6	2318	1	3	1560	05062017	6	5	2017	0	37.64487222	-122.10514722	53	20	0	0	0	3	5	0	1	49	46	2010	0	0	1	39	0	0	0	96	
3484	6	2319	1	1	115	04172017	17	4	2017	0	34.46582500	-117.24901389	48	20	0	0	0	3	14	0	0	12	401	2013	0	0	1	38	0	0	0	93	
3485	6	2320	1	1	2510	06222017	22	6	2017	0	33.21361667	-117.34854722	46	20	0	0	0	3	14	0	0	55	401	2013	0	0	1	0	0	0	0	00	
3486	6	2322	1	1	0	12112017	11	12	2017	0	40.22393889	-123.82614167	27	1	0	0	0	3	34	0	1	7	482	2010	0	0	1	0	0	0	0	96	
3487	6	2323	1	1	240	11242017	24	11	2017	0	35.26784722	-119.02308056	22	1	0	0	0	3	34	0	0	20	481	2017	0	0	1	0	0	0	0	96	
3488	6	2326	1	1	4050	10272017	27	10	2017	0	36.32716389	-119.26762222	33	20	0	0	0	3	14	0	0	2	407	2014	0	0	1	0	0	0	0	00	
3489	6	2326	1	2	4050	10272017	27	10	2017	0	36.32716389	-119.26762222	47	1	0	0	0	3	14	0	0	2	407	2014	0	0	1	0	0	0	0	00	
3490	6	2327	2	1	0	12112017	11	12	2017	0	32.81581944	-116.76555833	51	1	0	0	0	3	14	0	0	59	405	2016	0	0	1	0	0	0	0	00	
3491	6	2327	2	2	0	12112017	11	12	2017	0	32.81581944	-116.76555833	14	20	0	0	0	3	14	0	0	59	405	2016	0	0	1	0	0	0	0	00	
3492	6	2328	1	1	2790	07312017	31	7	2017	0	38.00784444	-121.89125000	58	20	0	0	0	3	5	0	0	20	28	2012	0	0	1	0	0	0	0	00	
3493	6	2330	2	1	115	06042017	4	6	2017	0	34.50554722	-117.20093333	50	1	0	0	0	3	6	0	0	48	45	2016	0	0	1	0	0	0	0	00	
3494	6	2330	2	2	115	06042017	4	6	2017	0	34.50554722	-117.20093333	998	1	0	0	0	3	6	0	0	48	45	2016	0	0	1	0	0	0	0	00	
3495	6	2330	3	1	115	06042017	4	6	2017	0	34.50554722	-117.20093333	48	8	0	0	0	3	4	0	0	63	34	2016	0	0	1	0	0	0	0	96	
3496	6	2330	3	2	115	06042017	4	6	2017	0	34.50554722	-117.20093333	7	98	0	0	0	3	4	0	0	63	34	2016	0	0	1	0	0	0	0	96	
3497	6	2334	1	1	3970	03242017	24	3	2017	0	34.13566667	-116.05165833	22	20	0	0	0	3	4	0	0	37	31	2011	0	0	1	0	0	0	0	01	
3498	6	2335	1	1	1410	06152017	15	6	2017	0	33.77040833	-117.95494167	67	9	0	0	0	3	4	0	1	35	47	2015	0	0	1	38	0	0	0	00	
3499	6	2335	1	2	1410	06152017	15	6	2017	0	33.77040833	-117.95494167	52	9	0	0	0	3	4	0	1	35	47	2015	0	0	1	38	0	0	0	00	
3500	6	2335	2	1	1410	06152017	15	6	2017	0	33.77040833	-117.95494167	68	9	0	0	0	3	15	0	0	54	421	2008	0	0	1	0	0	0	0	96	
3501	6	2337	1	1	240	04022017	2	4	2017	0	35.40525833	-119.11890278	31	20	0	0	0	3	34	0	0	7	482	2017	0	0	1	38	39	0	0	96	
3502	6	2337	1	2	240	04022017	2	4	2017	0	35.40525833	-119.11890278	35	20	0	0	0	3	34	0	0	7	482	2017	0	0	1	38	39	0	0	96	
3503	6	2339	1	1	3851	08222017	22	8	2017	0	33.48616111	-117.07843889	43	20	0	0	0	3	4	0	0	54	44	2015	0	0	1	0	0	0	0	00	
3504	6	2340	1	1	1305	03142017	14	3	2017	0	34.06271389	-117.50666667	30	8	0	0	0	3	2	0	1	37	32	2009	0	0	1	8	0	0	0	00	
3505	6	2340	1	2	1305	03142017	14	3	2017	0	34.06271389	-117.50666667	30	8	0	0	0	3	2	0	1	37	32	2009	0	0	1	8	0	0	0	00	
3506	6	2340	2	1	1305	03142017	14	3	2017	0	34.06271389	-117.50666667	25	20	0	0	0	3	4	0	0	37	32	2012	0	0	1	0	0	0	0	00	
3507	6	2342	1	1	860	08202017	20	8	2017	0	32.67969167	-117.17595833	41	9	0	0	0	3	14	0	1	2	403	2008	0	0	1	0	0	0	0	96	
3508	6	2342	3	1	860	08202017	20	8	2017	0	32.67969167	-117.17595833	19	9	0	0	0	3	6	0	0	63	37	2015	0	0	1	0	0	0	0	00	
3509	6	2344	1	1	0	12012017	1	12	2017	0	39.16826667	-122.93190000	47	9	0	0	0	3	4	0	0	37	32	2013	0	0	1	28	35	0	0	96	
3510	6	2344	3	1	0	12012017	1	12	2017	0	39.16826667	-122.93190000	57	9	0	0	0	3	4	0	1	63	32	2008	0	0	1	0	0	0	0	00	
3511	6	2346	1	1	0	09102017	10	9	2017	0	36.85921944	-120.34091944	23	9	0	0	0	20	4	0	1	34	34	2011	0	0	1	0	0	0	0	96	
3512	6	2346	1	2	0	09102017	10	9	2017	0	36.85921944	-120.34091944	23	9	0	0	0	3	4	0	1	34	34	2011	0	0	1	0	0	0	0	96	
3513	6	2348	2	1	0	12152017	15	12	2017	0	33.62428056	-117.32085556	49	9	0	0	0	3	14	0	0	34	403	2017	0	0	1	0	0	0	0	00	
3514	6	2348	2	2	0	12152017	15	12	2017	0	33.62428056	-117.32085556	48	9	0	0	0	3	14	0	0	34	403	2017	0	0	1	0	0	0	0	00	
3515	6	2350	2	1	3641	06302017	30	6	2017	0	34.26670000	-118.64218889	30	20	0	0	0	3	4	0	0	49	40	2010	0	0	1	0	0	0	0	00	
3516	6	2350	2	2	3641	06302017	30	6	2017	0	34.26670000	-118.64218889	6	20	0	0	0	3	4	0	0	49	40	2010	0	0	1	0	0	0	0	00	
3517	6	2350	3	1	3641	06302017	30	6	2017	0	34.26670000	-118.64218889	23	20	0	0	0	3	4	0	0	7	24	2013	0	0	1	0	0	0	0	00	
3518	6	2350	3	2	3641	06302017	30	6	2017	0	34.26670000	-118.64218889	23	20	0	0	0	3	4	0	0	7	24	2013	0	0	1	0	0	0	0	00	
3519	6	2351	2	1	850	10042017	4	10	2017	0	33.89840000	-117.55961944	43	20	0	0	0	3	21	0	0	20	461	2013	0	0	1	0	0	0	0	96	
3520	6	2353	2	1	3445	09052017	5	9	2017	0	34.42733056	-118.53718056	36	20	0	0	0	3	4	0	0	49	40	2015	0	0	1	0	0	0	0	96	
3521	6	2353	3	1	3445	09052017	5	9	2017	0	34.42733056	-118.53718056	93	9	0	0	0	3	4	0	1	35	50	2015	32	0	1	0	0	0	0	96	
3522	6	2353	4	1	3445	09052017	5	9	2017	0	34.42733056	-118.53718056	59	20	0	0	0	3	4	0	0	59	35	2008	0	0	1	0	0	0	0	00	
3523	6	2354	2	1	1065	06162017	16	6	2017	0	37.47550000	-122.13968333	49	8	0	0	0	99	2	0	1	12	3	2015	0	0	1	0	0	0	0	00	
3524	6	2354	2	2	1065	06162017	16	6	2017	0	37.47550000	-122.13968333	45	8	0	0	0	3	2	0	1	12	3	2015	0	0	1	0	0	0	0	00	
3525	6	2354	3	1	1065	06162017	16	6	2017	0	37.47550000	-122.13968333	41	20	0	0	0	3	21	0	0	12	461	2008	0	0	1	0	0	0	0	00	
3526	6	2354	3	2	1065	06162017	16	6	2017	0	37.47550000	-122.13968333	35	20	0	0	0	3	21	0	0	12	461	2008	0	0	1	0	0	0	0	00	
3527	6	2360	2	1	1370	09242017	24	9	2017	0	36.83079167	-119.91585278	31	9	0	0	0	3	4	0	0	63	38	2018	0	0	1	0	0	0	0	00	
3528	6	2362	1	1	0	02012017	1	2	2017	0	38.52976944	-121.76906111	66	9	0	0	0	3	34	0	1	12	481	2016	0	0	1	0	0	0	0	00	
3529	6	2362	2	1	0	02012017	1	2	2017	0	38.52976944	-121.76906111	54	20	0	0	0	3	4	0	0	49	32	2008	0	0	1	0	0	0	0	00	
3530	6	2364	2	1	3851	04072017	7	4	2017	0	33.49990556	-117.14466667	51	9	0	0	0	3	5	0	0	49	46	2015	0	0	1	0	0	0	0	00	
3531	6	2367	2	1	0	12292017	29	12	2017	0	37.89086389	-120.48921389	70	9	0	0	0	3	20	0	0	6	441	2012	0	0	1	0	0	0	0	00	
3532	6	2367	2	2	0	12292017	29	12	2017	0	37.89086389	-120.48921389	44	9	0	0	0	3	20	0	0	6	441	2012	0	0	1	0	0	0	0	00	
3533	6	2367	2	3	0	12292017	29	12	2017	0	37.89086389	-120.48921389	37	20	0	0	0	3	20	0	0	6	441	2012	0	0	1	0	0	0	0	00	
3534	6	2367	2	4	0	12292017	29	12	2017	0	37.89086389	-120.48921389	2	20	0	0	0	4	20	0	0	6	441	2012	0	0	1	0	0	0	0	00	
3535	6	2367	2	5	0	12292017	29	12	2017	0	37.89086389	-120.48921389	4	20	0	0	0	4	20	0	0	6	441	2012	0	0	1	0	0	0	0	00	
3536	6	2368	1	1	0	12272017	27	12	2017	0	33.29378056	-117.23578611	43	9	0	0	0	20	4	0	1	35	43	2017	0	0	1	0	0	0	0	96	
3537	6	2369	1	1	1200	12282017	28	12	2017	0	33.09288611	-117.08211389	19	20	0	0	0	3	4	0	0	7	24	2017	0	0	1	39	0	0	0	00	
3538	6	2370	1	1	0	11062017	6	11	2017	0	33.92538056	-116.69083056	53	9	0	0	0	3	4	0	0	20	25	2014	0	0	1	38	0	0	0	00	
3539	6	2374	3	1	3375	12182017	18	12	2017	0	33.13371111	-117.12490000	33	20	0	0	0	3	4	0	0	63	33	2009	0	0	1	0	0	0	0	00	
3540	6	2376	1	1	0	12302017	30	12	2017	0	36.55835556	-121.75101389	25	9	0	0	0	3	14	0	1	48	401	2017	0	0	1	0	0	0	0	96	
3541	6	2378	1	1	1890	07152017	15	7	2017	0	38.89052778	-121.28519722	22	9	0	0	0	99	2	0	2	37	32	2008	0	0	1	0	0	0	0	96	
3542	6	2378	1	2	1890	07152017	15	7	2017	0	38.89052778	-121.28519722	22	9	0	0	0	20	2	0	2	37	32	2008	0	0	1	0	0	0	0	96	
3543	6	2379	1	1	1603	04292017	29	4	2017	0	34.47102500	-117.27274722	38	9	0	0	0	3	2	0	1	37	31	2010	0	0	1	0	0	0	0	96	
3544	6	2380	1	1	3420	07212017	21	7	2017	0	33.70871389	-117.86562222	48	20	0	0	0	3	34	0	0	12	481	2016	32	0	1	27	0	0	0	09	
3545	6	2381	2	1	3860	08102017	10	8	2017	0	34.23793056	-118.86038056	49	20	0	0	0	3	4	0	0	6	51	2013	0	0	1	0	0	0	0	00	
3546	6	2381	2	2	3860	08102017	10	8	2017	0	34.23793056	-118.86038056	16	20	0	0	0	3	4	0	0	6	51	2013	0	0	1	0	0	0	0	00	
3547	6	2381	2	3	3860	08102017	10	8	2017	0	34.23793056	-118.86038056	17	20	0	0	0	3	4	0	0	6	51	2013	0	0	1	0	0	0	0	00	
3548	6	2382	1	1	3770	09092017	9	9	2017	0	37.91127222	-121.29754444	25	20	0	0	0	3	4	0	0	49	32	2017	0	0	1	39	0	0	0	00	
3549	6	2382	1	2	3770	09092017	9	9	2017	0	37.91127222	-121.29754444	16	20	0	0	0	3	4	0	0	49	32	2017	0	0	1	39	0	0	0	00	
3550	6	2382	1	3	3770	09092017	9	9	2017	0	37.91127222	-121.29754444	15	20	0	0	0	3	4	0	0	49	32	2017	0	0	1	39	0	0	0	00	
3551	6	2382	1	4	3770	09092017	9	9	2017	0	37.91127222	-121.29754444	14	20	0	0	0	3	4	0	0	49	32	2017	0	0	1	39	0	0	0	00	
3552	6	2384	1	1	2934	09182017	18	9	2017	0	38.58568889	-121.30988889	22	9	0	0	0	3	5	0	0	41	51	2013	0	0	1	39	0	0	0	00	
3553	6	2384	2	1	2934	09182017	18	9	2017	0	38.58568889	-121.30988889	71	1	0	0	0	3	2	0	0	55	41	2013	0	0	1	0	0	0	0	00	
3554	6	2389	1	1	0	10292017	29	10	2017	0	33.98318611	-118.24772778	999	99	0	0	0	99	2	0	0	12	3	2015	0	0	1	99	99	99	99	00	
3555	6	2390	1	1	0	06152017	15	6	2017	0	34.05582778	-118.19062222	23	20	0	0	0	3	20	0	0	63	441	2016	0	0	1	0	0	0	0	00	
3556	6	2390	1	2	0	06152017	15	6	2017	0	34.05582778	-118.19062222	21	20	0	0	0	3	20	0	0	63	441	2016	0	0	1	0	0	0	0	00	
3557	6	2391	1	1	3686	07202017	20	7	2017	0	34.03986667	-118.05170000	49	9	0	0	0	3	4	0	1	34	35	2018	0	0	1	0	0	0	0	96	
3558	6	2396	1	1	1364	10252017	25	10	2017	0	37.51388333	-121.97538056	53	99	0	0	0	99	14	0	1	42	401	2008	0	0	1	29	0	0	0	96	
3559	6	2400	1	1	0	12032017	3	12	2017	0	35.52715278	-120.56299444	26	8	0	0	0	3	4	0	1	48	47	2016	0	0	1	0	0	0	0	99	
3560	6	2400	1	2	0	12032017	3	12	2017	0	35.52715278	-120.56299444	21	8	0	0	0	3	4	0	1	48	47	2016	0	0	1	0	0	0	0	99	
3561	6	2401	2	1	0	12272017	27	12	2017	0	34.99400000	-116.57500000	50	20	0	0	0	3	14	0	0	55	402	2016	0	0	1	0	0	0	0	00	
3562	6	2401	2	2	0	12272017	27	12	2017	0	34.99400000	-116.57500000	48	20	0	0	0	3	14	0	0	55	402	2016	0	0	1	0	0	0	0	00	
3563	6	2401	2	3	0	12272017	27	12	2017	0	34.99400000	-116.57500000	16	20	0	0	0	3	14	0	0	55	402	2016	0	0	1	0	0	0	0	00	
3564	6	2401	2	4	0	12272017	27	12	2017	0	34.99400000	-116.57500000	82	20	0	0	0	3	14	0	0	55	402	2016	0	0	1	0	0	0	0	00	
3565	6	2404	1	1	3290	10122017	12	10	2017	0	37.74059444	-122.40773056	57	20	0	0	0	3	4	0	0	55	33	2017	0	0	1	0	0	0	0	00	
3566	6	2406	1	1	0	11122017	12	11	2017	0	36.89297222	-120.09231667	28	9	0	0	0	3	14	0	0	55	401	2017	0	0	1	0	0	0	0	00	
3567	6	2406	1	2	0	11122017	12	11	2017	0	36.89297222	-120.09231667	13	9	0	0	0	3	14	0	0	55	401	2017	0	0	1	0	0	0	0	00	
3568	6	2406	1	3	0	11122017	12	11	2017	0	36.89297222	-120.09231667	2	20	0	0	0	4	14	0	0	55	401	2017	0	0	1	0	0	0	0	00	
3569	6	2406	1	4	0	11122017	12	11	2017	0	36.89297222	-120.09231667	8	20	0	0	0	3	14	0	0	55	401	2017	0	0	1	0	0	0	0	00	
3570	6	2408	2	1	1716	11192017	19	11	2017	0	34.08045833	-117.99796111	24	9	0	0	0	3	2	0	1	7	28	2013	0	0	1	0	0	0	0	00	
3571	6	2408	2	2	1716	11192017	19	11	2017	0	34.08045833	-117.99796111	25	9	0	0	0	3	2	0	1	7	28	2013	0	0	1	0	0	0	0	00	
3572	6	2410	2	1	2510	12252017	25	12	2017	0	33.20620556	-117.38471944	65	9	0	0	0	3	4	0	2	35	43	2016	0	0	1	0	0	0	0	00	
3573	6	2410	2	2	2510	12252017	25	12	2017	0	33.20620556	-117.38471944	80	9	0	0	0	3	4	0	2	35	43	2016	0	0	1	0	0	0	0	00	
3574	6	2410	2	3	2510	12252017	25	12	2017	0	33.20620556	-117.38471944	80	9	0	0	0	3	4	0	2	35	43	2016	0	0	1	0	0	0	0	00	
3575	6	2417	1	1	1580	09292017	29	9	2017	0	33.72931667	-117.02400000	27	9	0	0	0	20	4	0	1	7	29	2016	0	0	1	28	0	0	0	96	
3576	6	2417	2	1	1580	09292017	29	9	2017	0	33.72931667	-117.02400000	39	9	0	0	0	3	4	0	1	49	32	2015	0	0	1	0	0	0	0	96	
3577	6	2418	2	1	1603	05112017	11	5	2017	0	34.42120833	-117.34645000	22	9	0	0	0	20	2	0	0	7	28	2014	0	0	1	0	0	0	0	00	
3578	6	2423	1	1	1980	10152017	15	10	2017	0	34.67927222	-118.15678889	36	9	0	0	0	99	4	0	0	55	33	2011	0	0	1	39	0	0	0	96	
3579	6	2423	2	1	1980	10152017	15	10	2017	0	34.67927222	-118.15678889	40	9	0	0	0	3	4	0	1	12	23	2014	0	0	1	0	0	0	0	96	
