"","casenum","statenum","vehnum","persontotal","agemin","agemax","numfatal","day","month","year","date","modelyear","make","cellphoneuse"
"7597",416,13,2,1,27,27,0,27,4,2016,"04/2016",2009,20,0
"7598",426,13,1,1,51,51,0,30,4,2016,"04/2016",2014,58,0
"7599",427,13,1,1,29,29,0,3,5,2016,"05/2016",2014,20,0
"7600",429,13,1,1,60,60,1,28,4,2016,"04/2016",2016,7,0
"7601",430,13,2,1,79,79,0,1,5,2016,"05/2016",2009,41,0
"7602",431,13,1,1,46,46,0,1,5,2016,"05/2016",2015,7,0
"7603",435,13,2,1,43,43,0,1,5,2016,"05/2016",2015,7,0
"7604",436,13,1,1,42,42,1,1,5,2016,"05/2016",2015,49,0
"7605",441,13,2,1,46,46,0,3,5,2016,"05/2016",2014,12,0
"7606",446,13,2,1,29,29,1,5,5,2016,"05/2016",2008,7,0
"7607",452,13,1,1,64,64,0,6,5,2016,"05/2016",2011,12,0
"7608",457,13,1,1,28,28,0,7,5,2016,"05/2016",2008,12,0
"7609",463,13,1,1,28,28,1,8,5,2016,"05/2016",2015,39,0
"7610",471,13,2,1,37,37,1,10,5,2016,"05/2016",2009,65,0
"7611",472,13,1,1,53,53,0,10,5,2016,"05/2016",2008,12,0
"7612",473,13,1,1,56,56,0,10,5,2016,"05/2016",2008,49,0
"7613",477,13,1,1,23,23,0,11,5,2016,"05/2016",2014,63,0
"7614",480,13,1,1,30,30,0,12,5,2016,"05/2016",2012,6,0
"7615",482,13,2,1,26,26,1,12,5,2016,"05/2016",2015,12,0
"7616",489,13,1,1,18,18,0,4,3,2016,"03/2016",2011,35,0
"7617",494,13,2,1,54,54,1,15,5,2016,"05/2016",2013,32,0
"7618",496,13,1,1,24,24,1,15,5,2016,"05/2016",2013,12,0
"7619",505,13,1,1,81,81,1,18,5,2016,"05/2016",2011,20,0
"7620",519,13,1,1,36,36,0,22,5,2016,"05/2016",2013,54,0
"7621",520,13,2,1,42,42,0,23,5,2016,"05/2016",2014,12,0
"7622",521,13,2,1,28,28,0,23,5,2016,"05/2016",2011,7,0
"7623",522,13,1,1,84,84,1,23,5,2016,"05/2016",2010,12,0
"7624",529,13,2,1,58,58,0,26,5,2016,"05/2016",2011,49,0
"7625",532,13,2,1,31,31,1,26,5,2016,"05/2016",2012,49,0
"7626",533,13,1,1,85,85,0,27,5,2016,"05/2016",2014,12,0
"7627",540,13,1,1,32,32,1,29,5,2016,"05/2016",2008,37,0
"7628",553,13,1,1,84,84,1,27,3,2016,"03/2016",2011,49,0
"7629",558,13,1,1,20,20,1,2,6,2016,"06/2016",2015,37,0
"7630",561,13,1,1,22,22,0,3,6,2016,"06/2016",2009,7,0
"7631",568,13,2,1,41,41,0,4,6,2016,"06/2016",2012,20,0
"7632",569,13,1,1,63,63,0,4,6,2016,"06/2016",2010,12,0
"7633",571,13,1,1,29,29,1,4,6,2016,"06/2016",2015,49,0
"7634",575,13,1,1,24,24,0,6,6,2016,"06/2016",2008,49,0
"7635",576,13,1,1,23,23,1,7,6,2016,"06/2016",2008,35,0
"7636",579,13,1,1,41,41,0,8,6,2016,"06/2016",2013,12,0
"7637",585,13,1,1,26,26,0,9,6,2016,"06/2016",2008,7,0
"7638",587,13,1,1,59,59,0,10,6,2016,"06/2016",2009,52,0
"7639",591,13,2,1,36,36,0,11,6,2016,"06/2016",2012,12,0
"7640",602,13,3,1,37,37,0,16,6,2016,"06/2016",2016,37,0
"7641",605,13,1,1,71,71,1,16,6,2016,"06/2016",2010,49,0
"7642",610,13,1,1,56,56,1,29,3,2016,"03/2016",2012,37,0
"7643",611,13,1,1,42,42,0,30,3,2016,"03/2016",2012,20,0
"7644",613,13,1,1,53,53,1,3,4,2016,"04/2016",2015,37,0
"7645",615,13,1,1,63,63,0,16,4,2016,"04/2016",2010,2,0
"7646",621,13,1,1,46,46,0,18,6,2016,"06/2016",2008,7,0
"7647",627,13,2,1,20,20,0,19,6,2016,"06/2016",2008,37,0
"7648",631,13,1,1,20,20,0,20,6,2016,"06/2016",2014,63,0
"7649",633,13,1,1,22,22,0,21,6,2016,"06/2016",2011,20,0
"7650",636,13,2,1,65,65,1,22,6,2016,"06/2016",2016,12,0
"7651",637,13,1,1,30,30,1,22,6,2016,"06/2016",2013,63,0
"7652",639,13,1,1,48,48,1,22,6,2016,"06/2016",2014,12,0
"7653",644,13,1,1,24,24,0,23,6,2016,"06/2016",2008,6,0
"7654",658,13,3,1,44,44,0,25,6,2016,"06/2016",2012,12,0
"7655",659,13,2,1,51,51,0,26,6,2016,"06/2016",2009,34,0
"7656",666,13,2,1,24,24,0,28,6,2016,"06/2016",2015,37,0
"7657",670,13,1,1,60,60,1,30,6,2016,"06/2016",2008,12,0
"7658",684,13,2,1,68,68,1,5,7,2016,"07/2016",2008,35,0
"7659",692,13,1,1,47,47,1,7,7,2016,"07/2016",2011,7,0
"7660",694,13,1,1,40,40,1,8,7,2016,"07/2016",2014,49,0
"7661",708,13,2,1,39,39,0,12,7,2016,"07/2016",2013,12,0
"7662",709,13,1,1,38,38,1,12,7,2016,"07/2016",2009,12,0
"7663",710,13,1,1,21,21,0,13,7,2016,"07/2016",2010,35,0
"7664",715,13,1,1,35,35,1,15,7,2016,"07/2016",2015,35,0
"7665",716,13,1,1,21,21,0,15,7,2016,"07/2016",2010,20,0
"7666",723,13,1,1,79,79,1,16,7,2016,"07/2016",2010,12,0
"7667",730,13,1,1,65,65,0,16,7,2016,"07/2016",2009,49,0
"7668",742,13,2,1,32,32,0,19,7,2016,"07/2016",2011,20,0
"7669",747,13,1,1,62,62,0,20,7,2016,"07/2016",2010,35,0
"7670",750,13,2,1,69,69,1,21,7,2016,"07/2016",2012,6,0
"7671",757,13,1,1,56,56,0,25,7,2016,"07/2016",2016,7,0
"7672",761,13,2,1,62,62,0,26,7,2016,"07/2016",2008,23,0
"7673",764,13,1,1,74,74,0,27,7,2016,"07/2016",2008,12,0
"7674",770,13,1,1,35,35,1,29,7,2016,"07/2016",2008,7,0
"7675",775,13,2,1,36,36,0,31,7,2016,"07/2016",2012,2,0
"7676",781,13,1,1,83,83,0,1,8,2016,"08/2016",2012,13,0
"7677",785,13,1,1,23,23,1,2,8,2016,"08/2016",2010,55,0
"7678",788,13,1,1,90,90,1,3,8,2016,"08/2016",2008,20,0
"7679",790,13,1,1,29,29,0,3,8,2016,"08/2016",2012,20,0
"7680",798,13,3,1,22,22,0,6,8,2016,"08/2016",2013,35,0
"7681",802,13,1,1,30,30,1,6,8,2016,"08/2016",2011,7,0
"7682",809,13,1,1,42,42,0,7,8,2016,"08/2016",2015,12,0
"7683",816,13,1,1,25,25,0,9,8,2016,"08/2016",2013,12,0
"7684",821,13,2,1,40,40,1,10,8,2016,"08/2016",2012,35,0
"7685",823,13,1,1,67,67,1,12,8,2016,"08/2016",2008,30,0
"7686",827,13,1,1,17,17,1,13,8,2016,"08/2016",2009,2,0
"7687",828,13,1,1,19,19,1,13,8,2016,"08/2016",2008,22,0
"7688",833,13,1,1,21,21,0,14,8,2016,"08/2016",2010,49,0
"7689",838,13,2,1,47,47,1,15,8,2016,"08/2016",2014,20,0
"7690",840,13,1,1,30,30,1,22,7,2016,"07/2016",2011,12,0
"7691",853,13,1,1,79,79,1,17,8,2016,"08/2016",2011,12,0
"7692",854,13,1,1,40,40,1,18,8,2016,"08/2016",2013,49,0
"7693",856,13,1,1,61,61,1,18,8,2016,"08/2016",2009,49,0
"7694",868,13,1,1,24,24,0,22,8,2016,"08/2016",2010,35,0
"7695",875,13,2,1,21,21,0,23,8,2016,"08/2016",2012,20,0
"7696",878,13,1,1,71,71,1,23,8,2016,"08/2016",2010,37,0
"7697",888,13,1,1,36,36,0,26,8,2016,"08/2016",2015,12,0
"7698",895,13,1,1,66,66,1,29,8,2016,"08/2016",2015,7,0
"7699",897,13,2,1,26,26,0,29,8,2016,"08/2016",2013,12,0
"7700",899,13,1,1,60,60,0,29,8,2016,"08/2016",2011,12,0
"7701",900,13,1,1,16,16,0,30,8,2016,"08/2016",2010,49,0
"7702",902,13,1,1,78,78,0,30,8,2016,"08/2016",2016,6,0
"7703",903,13,2,1,17,17,0,30,8,2016,"08/2016",2013,35,0
"7704",910,13,2,1,26,26,0,1,9,2016,"09/2016",2009,22,0
"7705",912,13,1,1,50,50,1,1,9,2016,"09/2016",2008,20,0
"7706",914,13,1,1,22,22,0,1,9,2016,"09/2016",2013,30,0
"7707",921,13,1,1,58,58,0,3,9,2016,"09/2016",2010,49,0
"7708",924,13,2,1,21,21,0,4,9,2016,"09/2016",2015,35,0
"7709",926,13,2,1,38,38,0,4,9,2016,"09/2016",2013,49,0
"7710",927,13,2,1,25,25,0,4,9,2016,"09/2016",2010,20,0
"7711",933,13,2,1,51,51,0,5,9,2016,"09/2016",2008,2,0
"7712",938,13,1,1,62,62,0,6,9,2016,"09/2016",2011,59,0
"7713",942,13,2,1,44,44,1,7,9,2016,"09/2016",2009,20,0
"7714",943,13,1,1,49,49,0,7,9,2016,"09/2016",2009,7,0
"7715",951,13,1,1,60,60,0,10,9,2016,"09/2016",2012,37,0
"7716",956,13,1,1,35,35,1,11,9,2016,"09/2016",2012,35,0
"7717",965,13,1,1,55,55,1,12,9,2016,"09/2016",2012,20,0
"7718",969,13,1,1,63,63,1,13,9,2016,"09/2016",2016,20,0
"7719",972,13,1,1,20,20,0,14,9,2016,"09/2016",2012,7,0
"7720",974,13,1,1,71,71,1,14,9,2016,"09/2016",2016,49,0
"7721",978,13,1,1,67,67,1,15,9,2016,"09/2016",2008,37,0
"7722",979,13,1,1,79,79,1,29,7,2016,"07/2016",2016,48,0
"7723",984,13,1,1,33,33,0,16,9,2016,"09/2016",2015,59,0
"7724",986,13,1,1,26,26,0,16,9,2016,"09/2016",2016,6,0
"7725",995,13,1,1,30,30,0,17,9,2016,"09/2016",2012,54,0
"7726",1001,13,1,1,32,32,1,18,9,2016,"09/2016",2011,35,0
"7727",1002,13,1,1,45,45,0,18,9,2016,"09/2016",2011,37,0
"7728",1023,13,2,1,31,31,1,23,9,2016,"09/2016",2015,20,0
"7729",1025,13,2,1,31,31,0,23,9,2016,"09/2016",2016,48,0
"7730",1029,13,1,1,40,40,1,24,9,2016,"09/2016",2012,34,0
"7731",1030,13,2,1,62,62,0,24,9,2016,"09/2016",2009,37,0
"7732",1034,13,2,1,36,36,0,25,9,2016,"09/2016",2014,35,0
"7733",1038,13,1,1,38,38,1,26,9,2016,"09/2016",2011,63,0
"7734",1039,13,1,1,33,33,1,27,9,2016,"09/2016",2012,49,0
"7735",1040,13,1,1,16,16,1,27,9,2016,"09/2016",2015,2,0
"7736",1042,13,2,1,50,50,0,27,9,2016,"09/2016",2016,6,0
"7737",1047,13,1,1,82,82,1,28,9,2016,"09/2016",2014,7,0
"7738",1065,13,1,1,45,45,1,3,10,2016,"10/2016",2015,42,0
"7739",1067,13,1,1,57,57,0,3,10,2016,"10/2016",2011,63,0
"7740",1071,13,1,1,50,50,0,4,10,2016,"10/2016",2011,35,0
"7741",1072,13,1,1,52,52,1,4,10,2016,"10/2016",2008,13,0
"7742",1075,13,1,1,71,71,0,5,10,2016,"10/2016",2016,13,0
"7743",1079,13,1,1,76,76,1,5,10,2016,"10/2016",2011,49,0
"7744",1093,13,1,1,66,66,1,10,10,2016,"10/2016",2014,49,0
"7745",1094,13,1,1,23,23,0,10,10,2016,"10/2016",2016,12,0
"7746",1101,13,1,1,37,37,0,13,10,2016,"10/2016",2009,12,0
"7747",1109,13,1,1,46,46,0,15,10,2016,"10/2016",2015,52,0
"7748",1115,13,1,1,29,29,1,16,10,2016,"10/2016",2010,35,0
"7749",1121,13,2,1,28,28,0,8,10,2016,"10/2016",2011,12,0
"7750",1123,13,3,1,69,69,0,17,8,2016,"08/2016",2010,20,0
"7751",1124,13,1,1,53,53,1,28,8,2016,"08/2016",2008,12,0
"7752",1125,13,2,1,77,77,0,19,9,2016,"09/2016",2015,12,0
"7753",1133,13,1,1,29,29,1,17,10,2016,"10/2016",2009,20,0
"7754",1135,13,1,1,16,16,1,18,10,2016,"10/2016",2016,7,0
"7755",1140,13,1,1,47,47,1,19,10,2016,"10/2016",2009,7,0
"7756",1143,13,2,1,33,33,0,19,10,2016,"10/2016",2010,35,0
"7757",1149,13,1,1,23,23,0,20,10,2016,"10/2016",2012,6,0
"7758",1150,13,1,1,72,72,1,20,10,2016,"10/2016",2011,37,0
"7759",1151,13,2,1,64,64,0,21,10,2016,"10/2016",2009,35,0
"7760",1152,13,1,1,28,28,1,21,10,2016,"10/2016",2011,20,0
"7761",1156,13,1,1,38,38,0,22,10,2016,"10/2016",2016,55,0
"7762",1165,13,3,1,73,73,0,24,10,2016,"10/2016",2011,37,0
"7763",1167,13,1,1,44,44,0,25,10,2016,"10/2016",2009,49,0
"7764",1168,13,2,1,62,62,0,26,10,2016,"10/2016",2008,12,0
"7765",1175,13,1,1,51,51,1,28,10,2016,"10/2016",2010,55,0
"7766",1182,13,1,1,31,31,1,29,10,2016,"10/2016",2009,23,0
"7767",1183,13,1,1,33,33,1,29,10,2016,"10/2016",2016,49,0
"7768",1184,13,2,1,47,47,0,29,10,2016,"10/2016",2016,37,0
"7769",1185,13,1,1,44,44,1,30,10,2016,"10/2016",2014,20,0
"7770",1186,13,1,1,28,28,1,30,10,2016,"10/2016",2011,12,0
"7771",1187,13,1,1,50,50,0,31,10,2016,"10/2016",2013,55,0
"7772",1191,13,1,1,39,39,0,1,11,2016,"11/2016",2011,34,0
"7773",1194,13,1,1,49,49,1,3,11,2016,"11/2016",2014,12,0
"7774",1195,13,2,1,55,55,0,3,11,2016,"11/2016",2011,55,0
"7775",1200,13,1,1,32,32,0,4,11,2016,"11/2016",2011,2,0
"7776",1205,13,1,1,31,31,0,5,11,2016,"11/2016",2012,12,0
"7777",1206,13,1,1,61,61,0,5,11,2016,"11/2016",2008,37,0
"7778",1209,13,1,1,55,55,1,5,11,2016,"11/2016",2013,12,0
"7779",1215,13,1,1,74,74,1,7,11,2016,"11/2016",2016,20,0
"7780",1217,13,2,1,64,64,0,7,11,2016,"11/2016",2014,12,0
"7781",1218,13,1,1,69,69,1,7,11,2016,"11/2016",2015,20,0
"7782",1228,13,1,1,27,27,1,10,11,2016,"11/2016",2011,37,0
"7783",1231,13,1,1,40,40,0,12,11,2016,"11/2016",2010,58,0
"7784",1232,13,2,1,56,56,0,12,11,2016,"11/2016",2009,35,0
"7785",1241,13,1,1,18,18,0,14,11,2016,"11/2016",2008,6,0
"7786",1243,13,2,1,58,58,1,15,11,2016,"11/2016",2014,12,0
"7787",1246,13,1,1,58,58,0,16,11,2016,"11/2016",2012,12,0
"7788",1248,13,3,1,50,50,0,16,11,2016,"11/2016",2010,12,0
"7789",1251,13,1,1,93,93,0,30,11,2016,"11/2016",2010,37,0
"7790",1255,13,1,1,15,15,1,14,11,2016,"11/2016",2010,58,0
"7791",1269,13,1,1,44,44,0,19,11,2016,"11/2016",2014,35,0
"7792",1271,13,2,1,49,49,0,19,11,2016,"11/2016",2014,20,0
"7793",1278,13,2,1,68,68,0,20,11,2016,"11/2016",2016,7,0
"7794",1282,13,2,1,60,60,1,22,11,2016,"11/2016",2008,37,0
"7795",1288,13,1,1,25,25,0,23,11,2016,"11/2016",2014,18,0
"7796",1289,13,1,1,18,18,1,23,11,2016,"11/2016",2013,20,0
"7797",1297,13,2,1,25,25,0,25,11,2016,"11/2016",2016,20,0
"7798",1306,13,1,1,26,26,0,28,11,2016,"11/2016",2011,12,0
"7799",1308,13,1,1,39,39,1,28,11,2016,"11/2016",2015,35,0
"7800",1311,13,1,1,24,24,1,29,11,2016,"11/2016",2008,12,0
"7801",1313,13,2,1,38,38,0,29,11,2016,"11/2016",2012,7,0
"7802",1324,13,1,1,90,90,1,1,12,2016,"12/2016",2014,49,0
"7803",1327,13,1,1,26,26,0,2,12,2016,"12/2016",2014,48,0
"7804",1339,13,1,1,20,20,1,5,12,2016,"12/2016",2013,7,0
"7805",1352,13,1,1,46,46,1,9,12,2016,"12/2016",2016,63,1
"7806",1363,13,2,1,21,21,1,11,12,2016,"12/2016",2012,6,0
"7807",1365,13,1,1,82,82,0,12,12,2016,"12/2016",2014,20,0
"7808",1366,13,1,1,53,53,1,12,12,2016,"12/2016",2008,12,0
"7809",1374,13,1,1,61,61,1,15,12,2016,"12/2016",2014,35,0
"7810",1378,13,1,1,32,32,1,23,12,2016,"12/2016",2010,20,0
"7811",1383,13,1,1,85,85,1,16,12,2016,"12/2016",2010,7,0
"7812",1391,13,2,1,46,46,0,17,12,2016,"12/2016",2010,12,0
"7813",1395,13,2,1,23,23,0,18,12,2016,"12/2016",2015,49,0
"7814",1404,13,1,1,48,48,1,21,12,2016,"12/2016",2010,49,0
"7815",1407,13,1,1,39,39,0,21,12,2016,"12/2016",2013,20,0
"7816",1412,13,2,1,39,39,0,23,12,2016,"12/2016",2015,63,0
"7817",1414,13,1,1,24,24,0,24,12,2016,"12/2016",2015,6,0
"7818",1419,13,1,1,58,58,1,25,12,2016,"12/2016",2013,63,0
"7819",1421,13,1,1,58,58,1,26,12,2016,"12/2016",2015,20,0
"7820",1423,13,1,1,21,21,1,27,12,2016,"12/2016",2010,20,0
"7821",1428,13,1,1,48,48,1,28,12,2016,"12/2016",2014,12,0
"7822",1429,13,1,1,36,36,0,29,12,2016,"12/2016",2008,7,0
"7823",1434,13,2,1,28,28,0,26,2,2016,"02/2016",2014,20,0
"7824",12,15,1,1,27,27,0,7,2,2016,"02/2016",2010,35,0
"7825",22,15,1,1,67,67,1,21,3,2016,"03/2016",2016,20,0
"7826",35,15,1,1,27,27,0,20,5,2016,"05/2016",2012,55,0
"7827",43,15,1,1,54,54,0,18,6,2016,"06/2016",2010,12,0
"7828",60,15,1,1,42,42,0,6,8,2016,"08/2016",2013,37,0
"7829",64,15,1,1,31,31,0,12,8,2016,"08/2016",2013,35,0
"7830",68,15,1,1,34,34,1,4,9,2016,"09/2016",2009,49,0
"7831",69,15,1,1,72,72,1,1,9,2016,"09/2016",2014,37,0
"7832",72,15,1,1,49,49,0,11,9,2016,"09/2016",2016,12,0
"7833",80,15,1,1,23,23,1,2,10,2016,"10/2016",2013,48,0
"7834",89,15,1,1,62,62,0,5,11,2016,"11/2016",2010,55,0
"7835",99,15,1,1,52,52,1,30,11,2016,"11/2016",2008,12,0
"7836",13,16,1,1,58,58,0,7,2,2016,"02/2016",2010,35,0
"7837",14,16,2,1,17,17,0,7,2,2016,"02/2016",2014,48,0
"7838",40,16,1,1,61,61,1,10,4,2016,"04/2016",2008,45,0
"7839",45,16,1,1,21,21,1,22,4,2016,"04/2016",2012,12,0
"7840",46,16,1,1,39,39,1,23,4,2016,"04/2016",2015,12,0
"7841",54,16,2,1,48,48,0,4,5,2016,"05/2016",2013,48,0
"7842",71,16,1,1,25,25,1,28,5,2016,"05/2016",2015,37,0
"7843",83,16,2,1,38,38,0,14,6,2016,"06/2016",2016,12,0
"7844",96,16,1,1,26,26,1,25,6,2016,"06/2016",2012,20,0
"7845",99,16,2,1,58,58,0,26,6,2016,"06/2016",2014,12,0
"7846",124,16,2,1,21,21,0,28,7,2016,"07/2016",2008,7,0
"7847",131,16,1,1,36,36,0,5,8,2016,"08/2016",2014,7,0
"7848",132,16,1,1,21,21,0,6,8,2016,"08/2016",2009,49,0
"7849",140,16,2,1,52,52,0,18,8,2016,"08/2016",2014,20,0
"7850",156,16,1,1,69,69,0,12,9,2016,"09/2016",2008,49,0
"7851",181,16,1,1,33,33,0,8,10,2016,"10/2016",2008,12,0
"7852",186,16,1,1,21,21,1,18,10,2016,"10/2016",2011,20,0
"7853",194,16,2,1,37,37,1,28,10,2016,"10/2016",2011,42,0
"7854",202,16,2,1,18,18,0,10,11,2016,"11/2016",2011,7,0
"7855",206,16,1,1,51,51,1,22,11,2016,"11/2016",2015,7,0
"7856",223,16,1,1,50,50,1,7,12,2016,"12/2016",2016,49,0
"7857",230,16,1,1,67,67,1,24,12,2016,"12/2016",2009,63,0
"7858",4,17,2,1,64,64,1,1,1,2016,"01/2016",2010,37,0
"7859",6,17,2,1,60,60,0,3,1,2016,"01/2016",2013,12,0
"7860",9,17,1,1,31,31,1,6,1,2016,"01/2016",2009,12,0
"7861",30,17,1,1,27,27,1,15,1,2016,"01/2016",2010,41,0
"7862",31,17,2,1,37,37,0,20,1,2016,"01/2016",2013,20,0
"7863",34,17,1,1,31,31,1,24,1,2016,"01/2016",2011,30,0
"7864",35,17,1,1,40,40,1,23,1,2016,"01/2016",2015,20,0
"7865",36,17,1,1,38,38,1,22,1,2016,"01/2016",2011,20,0
"7866",39,17,1,1,50,50,1,7,1,2016,"01/2016",2014,63,0
"7867",43,17,1,1,75,75,0,26,1,2016,"01/2016",2008,18,0
"7868",44,17,2,1,20,20,0,22,1,2016,"01/2016",2009,12,0
"7869",49,17,1,1,45,45,0,27,1,2016,"01/2016",2008,37,0
"7870",50,17,1,1,55,55,0,21,1,2016,"01/2016",2012,41,0
"7871",55,17,2,1,60,60,1,12,1,2016,"01/2016",2008,41,0
"7872",66,17,1,1,61,61,1,21,1,2016,"01/2016",2009,37,0
"7873",69,17,2,1,43,43,0,11,2,2016,"02/2016",2010,20,0
"7874",71,17,2,1,32,32,0,28,1,2016,"01/2016",2012,6,0
"7875",77,17,1,1,32,32,0,14,1,2016,"01/2016",2008,48,0
"7876",78,17,1,1,28,28,1,8,2,2016,"02/2016",2009,49,0
"7877",84,17,2,1,56,56,0,10,2,2016,"02/2016",2009,37,1
"7878",88,17,1,1,34,34,1,9,2,2016,"02/2016",2015,35,0
"7879",91,17,2,1,51,51,0,10,2,2016,"02/2016",2013,20,0
"7880",92,17,1,1,23,23,0,3,2,2016,"02/2016",2014,55,0
"7881",100,17,1,1,45,45,0,19,2,2016,"02/2016",2015,20,0
"7882",105,17,1,1,24,24,1,21,2,2016,"02/2016",2013,12,0
"7883",106,17,1,1,50,50,1,22,2,2016,"02/2016",2008,35,0
"7884",108,17,1,1,31,31,1,27,2,2016,"02/2016",2013,30,0
"7885",109,17,2,1,17,17,0,25,2,2016,"02/2016",2011,6,0
"7886",113,17,1,1,50,50,0,28,2,2016,"02/2016",2015,30,0
"7887",125,17,1,1,40,40,1,24,2,2016,"02/2016",2008,49,0
"7888",126,17,1,1,47,47,1,29,2,2016,"02/2016",2008,12,0
"7889",127,17,1,1,45,45,1,29,2,2016,"02/2016",2008,20,0
"7890",132,17,1,1,68,68,1,27,2,2016,"02/2016",2008,37,0
"7891",135,17,1,1,26,26,1,10,3,2016,"03/2016",2011,20,0
"7892",137,17,1,1,45,45,1,3,3,2016,"03/2016",2013,23,0
"7893",141,17,2,1,59,59,0,3,3,2016,"03/2016",2011,20,0
"7894",142,17,1,1,54,54,0,4,3,2016,"03/2016",2013,49,0
"7895",144,17,1,1,31,31,1,13,2,2016,"02/2016",2015,20,0
"7896",147,17,3,1,46,46,0,4,1,2016,"01/2016",2011,20,0
"7897",155,17,1,1,32,32,1,13,3,2016,"03/2016",2012,12,0
"7898",157,17,1,1,31,31,1,12,3,2016,"03/2016",2012,30,0
"7899",159,17,1,1,38,38,1,6,3,2016,"03/2016",2013,7,0
"7900",160,17,2,1,69,69,0,9,3,2016,"03/2016",2008,18,0
"7901",161,17,1,1,69,69,0,14,3,2016,"03/2016",2009,49,0
"7902",164,17,2,1,77,77,1,15,3,2016,"03/2016",2014,12,0
"7903",170,17,1,1,44,44,0,19,3,2016,"03/2016",2016,63,0
"7904",175,17,2,1,70,70,0,11,2,2016,"02/2016",2011,49,0
"7905",176,17,1,1,24,24,1,23,3,2016,"03/2016",2008,23,0
"7906",190,17,2,1,66,66,0,30,3,2016,"03/2016",2016,2,0
"7907",191,17,1,1,66,66,0,12,3,2016,"03/2016",2010,12,0
"7908",192,17,2,1,24,24,0,29,3,2016,"03/2016",2010,12,0
"7909",194,17,1,1,52,52,1,13,3,2016,"03/2016",2011,6,0
"7910",195,17,1,1,64,64,1,31,3,2016,"03/2016",2011,55,0
"7911",199,17,1,1,32,32,0,31,3,2016,"03/2016",2014,7,0
"7912",201,17,1,1,48,48,0,1,4,2016,"04/2016",2010,35,0
"7913",212,17,2,1,49,49,0,10,4,2016,"04/2016",2015,41,0
"7914",213,17,2,1,32,32,1,9,4,2016,"04/2016",2008,6,0
"7915",224,17,1,1,30,30,1,12,4,2016,"04/2016",2012,20,0
"7916",235,17,2,1,63,63,0,19,1,2016,"01/2016",2011,2,0
"7917",236,17,1,1,26,26,0,2,3,2016,"03/2016",2013,48,0
"7918",250,17,2,1,31,31,0,24,4,2016,"04/2016",2015,12,0
"7919",259,17,2,1,61,61,0,16,4,2016,"04/2016",2013,20,0
"7920",260,17,1,1,30,30,0,30,4,2016,"04/2016",2013,2,0
"7921",268,17,1,1,26,26,1,28,4,2016,"04/2016",2015,63,0
"7922",269,17,1,1,73,73,1,4,5,2016,"05/2016",2014,7,0
"7923",270,17,3,1,43,43,0,6,5,2016,"05/2016",2016,20,0
"7924",271,17,3,1,32,32,0,25,4,2016,"04/2016",2014,18,0
"7925",273,17,1,1,70,70,1,7,5,2016,"05/2016",2015,63,0
"7926",274,17,1,1,57,57,1,7,5,2016,"05/2016",2009,23,0
"7927",278,17,2,1,53,53,0,7,5,2016,"05/2016",2012,20,0
"7928",281,17,1,1,22,22,0,5,5,2016,"05/2016",2008,12,0
"7929",285,17,1,1,39,39,1,11,5,2016,"05/2016",2009,12,0
"7930",288,17,1,1,71,71,0,13,5,2016,"05/2016",2011,34,0
"7931",294,17,1,1,76,76,1,14,1,2016,"01/2016",2010,37,0
"7932",295,17,1,1,30,30,0,23,5,2016,"05/2016",2014,12,0
"7933",299,17,1,1,32,32,1,25,4,2016,"04/2016",2008,49,0
"7934",303,17,1,1,58,58,0,4,5,2016,"05/2016",2014,6,0
"7935",307,17,1,1,22,22,0,13,5,2016,"05/2016",2008,22,0
"7936",311,17,1,1,69,69,0,19,5,2016,"05/2016",2013,63,0
"7937",313,17,2,1,60,60,0,22,5,2016,"05/2016",2015,49,0
"7938",325,17,1,1,73,73,0,25,5,2016,"05/2016",2014,2,0
"7939",327,17,1,1,68,68,1,31,5,2016,"05/2016",2010,37,0
"7940",343,17,2,1,23,23,0,4,6,2016,"06/2016",2012,20,0
"7941",345,17,1,1,22,22,1,9,1,2016,"01/2016",2009,22,0
"7942",347,17,1,1,22,22,0,22,1,2016,"01/2016",2014,41,0
"7943",355,17,1,1,37,37,1,18,3,2016,"03/2016",2009,20,0
"7944",377,17,1,1,55,55,1,6,4,2016,"04/2016",2008,20,0
"7945",390,17,1,1,48,48,0,29,5,2016,"05/2016",2008,20,0
"7946",391,17,1,1,45,45,1,21,5,2016,"05/2016",2008,7,0
"7947",401,17,1,1,21,21,1,1,6,2016,"06/2016",2010,58,0
"7948",418,17,1,1,46,46,1,11,6,2016,"06/2016",2015,12,0
"7949",420,17,1,1,24,24,1,16,6,2016,"06/2016",2014,7,0
"7950",422,17,1,1,39,39,1,14,6,2016,"06/2016",2011,7,0
"7951",424,17,1,1,29,29,0,18,6,2016,"06/2016",2016,7,0
"7952",428,17,1,1,30,30,1,15,5,2016,"05/2016",2008,20,0
"7953",429,17,1,1,73,73,0,17,6,2016,"06/2016",2009,42,0
"7954",430,17,1,1,16,16,0,21,6,2016,"06/2016",2011,23,0
"7955",439,17,1,1,82,82,0,17,6,2016,"06/2016",2016,2,0
"7956",442,17,2,1,51,51,0,7,6,2016,"06/2016",2012,6,0
"7957",443,17,1,1,22,22,1,19,6,2016,"06/2016",2013,41,0
"7958",455,17,1,1,66,66,0,7,2,2016,"02/2016",2014,12,0
"7959",459,17,1,1,89,89,0,21,4,2016,"04/2016",2012,12,0
"7960",464,17,4,1,50,50,0,5,6,2016,"06/2016",2014,49,0
