"","casenum","statenum","vehnum","pnum","age","numfatal","day","month","year","date","modelyear","make","cellphoneuse","dup"
"11123",391,24,1,1,74,1,24,11,2016,"11/2016",2012,35,0,"no"
"11124",393,24,1,1,26,0,6,11,2016,"11/2016",2011,37,0,"yes"
"11125",393,24,1,2,7,0,6,11,2016,"11/2016",2011,37,0,"yes"
"11126",393,24,1,3,6,0,6,11,2016,"11/2016",2011,37,0,"yes"
"11127",393,24,1,4,21,0,6,11,2016,"11/2016",2011,37,0,"yes"
"11128",395,24,1,1,35,1,10,11,2016,"11/2016",2017,6,0,"yes"
"11129",395,24,1,2,40,1,10,11,2016,"11/2016",2017,6,0,"yes"
"11130",395,24,2,1,63,0,10,11,2016,"11/2016",2010,12,0,"yes"
"11131",398,24,2,1,44,0,15,10,2016,"10/2016",2008,12,0,"yes"
"11132",398,24,3,1,23,0,15,10,2016,"10/2016",2015,6,0,"yes"
"11133",399,24,1,1,29,1,6,12,2016,"12/2016",2009,37,0,"no"
"11134",402,24,1,1,40,0,12,11,2016,"11/2016",2015,23,0,"yes"
"11135",402,24,1,2,7,0,12,11,2016,"11/2016",2015,23,0,"yes"
"11136",402,24,2,1,28,1,12,11,2016,"11/2016",2016,23,0,"yes"
"11137",403,24,3,1,57,0,13,12,2016,"12/2016",2012,37,0,"yes"
"11138",403,24,3,2,80,0,13,12,2016,"12/2016",2012,37,0,"yes"
"11139",403,24,4,1,53,0,13,12,2016,"12/2016",2014,30,0,"yes"
"11140",411,24,2,1,51,0,9,12,2016,"12/2016",2017,49,0,"no"
"11141",412,24,1,1,47,0,22,12,2016,"12/2016",2013,55,0,"no"
"11142",416,24,2,1,74,0,25,12,2016,"12/2016",2014,49,0,"yes"
"11143",416,24,2,2,38,0,25,12,2016,"12/2016",2014,49,0,"yes"
"11144",417,24,1,1,33,0,24,12,2016,"12/2016",2009,20,0,"no"
"11145",424,24,1,1,56,0,24,12,2016,"12/2016",2009,53,0,"no"
"11146",426,24,1,1,31,0,6,11,2016,"11/2016",2014,54,0,"yes"
"11147",426,24,1,2,36,0,6,11,2016,"11/2016",2014,54,0,"yes"
"11148",426,24,3,1,30,0,6,11,2016,"11/2016",2016,20,0,"yes"
"11149",426,24,3,2,3,0,6,11,2016,"11/2016",2016,20,0,"yes"
"11150",426,24,3,3,7,0,6,11,2016,"11/2016",2016,20,0,"yes"
"11151",426,24,3,4,38,0,6,11,2016,"11/2016",2016,20,0,"yes"
"11152",427,24,2,1,61,0,3,12,2016,"12/2016",2015,20,0,"no"
"11153",428,24,1,1,40,1,26,12,2016,"12/2016",2012,49,0,"no"
"11154",432,24,1,1,36,1,17,11,2016,"11/2016",2010,20,0,"no"
"11155",435,24,1,1,34,1,24,12,2016,"12/2016",2008,37,0,"no"
"11156",436,24,1,1,57,0,6,12,2016,"12/2016",2013,49,0,"no"
"11157",437,24,1,1,76,0,23,12,2016,"12/2016",2011,42,0,"no"
"11158",438,24,1,1,53,1,26,11,2016,"11/2016",2010,20,0,"no"
"11159",441,24,1,1,66,1,27,12,2016,"12/2016",2010,20,0,"yes"
"11160",441,24,2,1,46,0,27,12,2016,"12/2016",2009,37,0,"yes"
"11161",444,24,1,1,30,0,26,8,2016,"08/2016",2014,7,0,"no"
"11162",445,24,1,1,18,1,10,9,2016,"09/2016",2013,49,0,"yes"
"11163",445,24,1,2,21,1,10,9,2016,"09/2016",2013,49,0,"yes"
"11164",446,24,1,1,46,2,16,12,2016,"12/2016",2015,37,0,"yes"
"11165",446,24,1,2,21,2,16,12,2016,"12/2016",2015,37,0,"yes"
"11166",446,24,2,1,74,0,16,12,2016,"12/2016",2016,42,0,"yes"
"11167",449,24,1,1,34,1,26,12,2016,"12/2016",2012,55,0,"yes"
"11168",449,24,1,2,2,1,26,12,2016,"12/2016",2012,55,0,"yes"
"11169",449,24,1,3,24,1,26,12,2016,"12/2016",2012,55,0,"yes"
"11170",449,24,2,1,19,0,26,12,2016,"12/2016",2014,7,0,"yes"
"11171",449,24,2,2,19,0,26,12,2016,"12/2016",2014,7,0,"yes"
"11172",450,24,3,1,43,0,25,12,2016,"12/2016",2014,2,0,"no"
"11173",453,24,1,1,28,0,24,9,2016,"09/2016",2013,12,0,"yes"
"11174",453,24,2,1,29,0,24,9,2016,"09/2016",2011,35,0,"yes"
"11175",453,24,2,2,29,0,24,9,2016,"09/2016",2011,35,0,"yes"
"11176",454,24,2,1,35,0,20,8,2016,"08/2016",2009,30,0,"yes"
"11177",454,24,2,2,35,0,20,8,2016,"08/2016",2009,30,0,"yes"
"11178",454,24,2,3,2,0,20,8,2016,"08/2016",2009,30,0,"yes"
"11179",454,24,2,4,4,0,20,8,2016,"08/2016",2009,30,0,"yes"
"11180",454,24,2,5,12,0,20,8,2016,"08/2016",2009,30,0,"yes"
"11181",454,24,2,6,13,0,20,8,2016,"08/2016",2009,30,0,"yes"
"11182",455,24,1,1,19,0,19,12,2016,"12/2016",2016,55,0,"yes"
"11183",455,24,1,2,15,0,19,12,2016,"12/2016",2016,55,0,"yes"
"11184",455,24,1,3,20,0,19,12,2016,"12/2016",2016,55,0,"yes"
"11185",455,24,1,4,14,0,19,12,2016,"12/2016",2016,55,0,"yes"
"11186",456,24,1,1,33,0,4,9,2016,"09/2016",2014,12,0,"no"
"11187",457,24,1,1,31,0,17,8,2016,"08/2016",2011,62,0,"no"
"11188",460,24,1,1,26,0,23,10,2016,"10/2016",2008,7,0,"no"
"11189",461,24,1,1,31,0,31,10,2016,"10/2016",2015,12,0,"yes"
"11190",461,24,2,1,62,1,31,10,2016,"10/2016",2008,49,0,"yes"
"11191",461,24,4,1,52,0,31,10,2016,"10/2016",2015,55,0,"yes"
"11192",462,24,1,1,61,1,2,9,2016,"09/2016",2011,20,0,"no"
"11193",464,24,1,1,20,0,18,11,2016,"11/2016",2011,49,0,"no"
"11194",466,24,1,1,83,1,27,12,2016,"12/2016",2016,37,0,"yes"
"11195",466,24,2,1,46,0,27,12,2016,"12/2016",2014,12,0,"yes"
"11196",466,24,3,1,42,0,27,12,2016,"12/2016",2012,49,0,"yes"
"11197",467,24,1,1,37,0,5,11,2016,"11/2016",2008,20,0,"no"
"11198",468,24,2,1,38,0,12,10,2016,"10/2016",2011,37,0,"no"
"11199",470,24,2,1,43,0,24,11,2016,"11/2016",2015,42,0,"no"
"11200",471,24,3,1,33,0,24,11,2016,"11/2016",2014,12,0,"yes"
"11201",471,24,3,2,34,0,24,11,2016,"11/2016",2014,12,0,"yes"
"11202",471,24,3,3,25,0,24,11,2016,"11/2016",2014,12,0,"yes"
"11203",471,24,3,4,34,0,24,11,2016,"11/2016",2014,12,0,"yes"
"11204",473,24,1,1,21,0,7,12,2016,"12/2016",2015,55,0,"yes"
"11205",473,24,2,1,65,1,7,12,2016,"12/2016",2013,63,0,"yes"
"11206",476,24,2,1,54,0,20,12,2016,"12/2016",2010,12,0,"no"
"11207",478,24,1,1,55,1,24,11,2016,"11/2016",2017,49,0,"yes"
"11208",478,24,1,2,54,1,24,11,2016,"11/2016",2017,49,0,"yes"
"11209",479,24,1,1,71,0,15,11,2016,"11/2016",2015,63,0,"no"
"11210",480,24,1,1,31,1,26,12,2016,"12/2016",2008,35,0,"yes"
"11211",480,24,1,2,58,1,26,12,2016,"12/2016",2008,35,0,"yes"
"11212",482,24,1,1,19,0,31,12,2016,"12/2016",2009,49,0,"yes"
"11213",482,24,2,1,51,1,31,12,2016,"12/2016",2016,12,0,"yes"
"11214",482,24,2,2,25,1,31,12,2016,"12/2016",2016,12,0,"yes"
"11215",482,24,2,3,55,1,31,12,2016,"12/2016",2016,12,0,"yes"
"11216",485,24,1,1,21,1,27,11,2016,"11/2016",2010,58,0,"no"
"11217",487,24,2,1,51,0,1,11,2016,"11/2016",2012,12,0,"no"
"11218",488,24,1,1,22,0,16,9,2016,"09/2016",2011,58,0,"yes"
"11219",488,24,1,2,22,0,16,9,2016,"09/2016",2011,58,0,"yes"
"11220",488,24,1,3,22,0,16,9,2016,"09/2016",2011,58,0,"yes"
"11221",491,24,1,1,18,0,19,12,2016,"12/2016",2013,63,0,"no"
"11222",492,24,4,1,37,0,17,12,2016,"12/2016",2015,6,0,"no"
"11223",2,25,2,1,75,0,4,1,2016,"01/2016",2013,13,0,"no"
"11224",4,25,1,1,25,1,9,1,2016,"01/2016",2013,35,0,"no"
"11225",19,25,2,1,26,0,26,1,2016,"01/2016",2015,49,0,"yes"
"11226",19,25,3,1,26,1,26,1,2016,"01/2016",2009,49,0,"yes"
"11227",20,25,2,1,61,0,20,2,2016,"02/2016",2009,12,0,"no"
"11228",25,25,1,1,41,0,27,2,2016,"02/2016",2015,49,0,"yes"
"11229",25,25,2,1,55,1,27,2,2016,"02/2016",2010,49,0,"yes"
"11230",26,25,1,1,23,1,28,2,2016,"02/2016",2008,49,0,"no"
"11231",29,25,3,1,40,0,20,2,2016,"02/2016",2013,37,0,"no"
"11232",30,25,1,1,18,1,5,2,2016,"02/2016",2013,12,0,"no"
"11233",33,25,1,1,55,0,1,3,2016,"03/2016",2013,48,0,"no"
"11234",35,25,1,1,44,0,9,3,2016,"03/2016",2015,2,0,"yes"
"11235",35,25,1,2,9,0,9,3,2016,"03/2016",2015,2,0,"yes"
"11236",38,25,2,1,43,0,21,3,2016,"03/2016",2012,35,0,"no"
"11237",42,25,1,1,64,1,29,3,2016,"03/2016",2010,12,0,"no"
"11238",43,25,1,1,54,1,30,3,2016,"03/2016",2015,7,0,"no"
"11239",46,25,1,1,30,1,2,4,2016,"04/2016",2015,48,0,"no"
"11240",48,25,1,1,19,1,6,4,2016,"04/2016",2015,49,0,"no"
"11241",49,25,1,1,36,1,8,4,2016,"04/2016",2012,2,0,"no"
"11242",50,25,1,1,43,0,9,4,2016,"04/2016",2008,12,0,"no"
"11243",53,25,1,1,20,1,23,4,2016,"04/2016",2010,34,0,"yes"
"11244",53,25,1,2,19,1,23,4,2016,"04/2016",2010,34,0,"yes"
"11245",56,25,1,1,23,0,6,5,2016,"05/2016",2008,37,0,"no"
"11246",57,25,1,1,31,0,30,4,2016,"04/2016",2014,37,0,"no"
"11247",62,25,3,1,39,0,8,1,2016,"01/2016",2010,49,0,"no"
"11248",63,25,1,1,33,0,8,1,2016,"01/2016",2013,54,0,"yes"
"11249",63,25,2,1,100,1,8,1,2016,"01/2016",2009,12,0,"yes"
"11250",63,25,2,2,95,1,8,1,2016,"01/2016",2009,12,0,"yes"
"11251",70,25,1,1,21,1,26,4,2016,"04/2016",2008,55,0,"no"
"11252",71,25,1,1,60,1,18,4,2016,"04/2016",2011,49,0,"no"
"11253",76,25,2,1,65,0,18,5,2016,"05/2016",2011,49,0,"no"
"11254",77,25,2,1,63,0,8,1,2016,"01/2016",2013,49,0,"yes"
"11255",77,25,3,1,45,0,8,1,2016,"01/2016",2010,20,0,"yes"
"11256",77,25,3,2,61,0,8,1,2016,"01/2016",2010,20,0,"yes"
"11257",77,25,3,3,28,0,8,1,2016,"01/2016",2010,20,0,"yes"
"11258",79,25,1,1,39,1,26,5,2016,"05/2016",2013,6,0,"no"
"11259",87,25,1,1,44,0,10,3,2016,"03/2016",2008,13,0,"no"
"11260",89,25,1,1,73,1,6,4,2016,"04/2016",2008,19,0,"no"
"11261",92,25,1,1,66,0,1,6,2016,"06/2016",2013,42,0,"no"
"11262",94,25,1,1,61,1,13,6,2016,"06/2016",2012,2,0,"no"
"11263",100,25,1,1,36,0,17,6,2016,"06/2016",2015,49,0,"no"
"11264",103,25,2,1,71,0,27,6,2016,"06/2016",2011,48,0,"no"
"11265",104,25,2,1,61,1,18,4,2016,"04/2016",2011,35,0,"no"
"11266",107,25,1,1,34,0,13,1,2016,"01/2016",2015,7,0,"no"
"11267",112,25,1,1,26,1,31,3,2016,"03/2016",2016,67,0,"no"
"11268",114,25,1,1,29,1,3,4,2016,"04/2016",2014,49,0,"no"
"11269",115,25,1,1,65,1,4,4,2016,"04/2016",2011,49,0,"no"
"11270",116,25,1,1,44,0,30,4,2016,"04/2016",2014,41,0,"no"
"11271",117,25,1,1,26,0,23,4,2016,"04/2016",2012,12,0,"yes"
"11272",117,25,1,2,50,0,23,4,2016,"04/2016",2012,12,0,"yes"
"11273",118,25,1,1,51,0,1,5,2016,"05/2016",2008,49,0,"yes"
"11274",118,25,1,2,53,0,1,5,2016,"05/2016",2008,49,0,"yes"
"11275",118,25,1,3,15,0,1,5,2016,"05/2016",2008,49,0,"yes"
"11276",120,25,2,1,31,0,30,4,2016,"04/2016",2012,37,0,"yes"
"11277",120,25,2,2,7,0,30,4,2016,"04/2016",2012,37,0,"yes"
"11278",121,25,1,1,45,0,5,6,2016,"06/2016",2008,2,0,"no"
"11279",122,25,1,1,49,1,30,6,2016,"06/2016",2015,37,0,"no"
"11280",125,25,1,1,20,1,3,7,2016,"07/2016",2009,32,0,"no"
"11281",126,25,2,1,21,1,6,7,2016,"07/2016",2008,54,0,"no"
"11282",130,25,1,1,35,1,12,2,2016,"02/2016",2016,37,0,"no"
"11283",131,25,2,1,43,0,15,7,2016,"07/2016",2011,63,0,"no"
"11284",132,25,1,1,57,2,9,6,2016,"06/2016",2015,35,0,"yes"
"11285",132,25,1,2,61,2,9,6,2016,"06/2016",2015,35,0,"yes"
"11286",132,25,2,1,35,0,9,6,2016,"06/2016",2014,12,0,"yes"
"11287",132,25,2,2,31,0,9,6,2016,"06/2016",2014,12,0,"yes"
"11288",132,25,2,3,58,0,9,6,2016,"06/2016",2014,12,0,"yes"
"11289",134,25,1,1,46,0,16,7,2016,"07/2016",2013,48,0,"no"
"11290",136,25,1,1,80,1,2,3,2016,"03/2016",2010,49,0,"yes"
"11291",136,25,1,2,79,1,2,3,2016,"03/2016",2010,49,0,"yes"
"11292",136,25,1,3,11,1,2,3,2016,"03/2016",2010,49,0,"yes"
"11293",142,25,1,1,22,1,20,5,2016,"05/2016",2012,37,0,"no"
"11294",143,25,3,1,49,0,21,4,2016,"04/2016",2014,12,0,"no"
"11295",146,25,2,1,35,0,3,8,2016,"08/2016",2016,12,0,"no"
"11296",148,25,1,1,36,1,17,5,2016,"05/2016",2008,24,0,"yes"
"11297",148,25,1,2,39,1,17,5,2016,"05/2016",2008,24,0,"yes"
"11298",149,25,1,1,72,1,29,5,2016,"05/2016",2009,49,0,"no"
"11299",150,25,1,1,22,1,22,7,2016,"07/2016",2013,6,0,"no"
"11300",153,25,1,1,23,1,6,8,2016,"08/2016",2008,58,0,"no"
"11301",154,25,1,1,24,1,27,7,2016,"07/2016",2014,35,0,"yes"
"11302",154,25,2,1,27,1,27,7,2016,"07/2016",2014,20,0,"yes"
"11303",155,25,1,1,33,0,12,8,2016,"08/2016",2011,12,0,"no"
"11304",157,25,1,1,80,0,23,8,2016,"08/2016",2010,37,0,"yes"
"11305",157,25,1,2,51,0,23,8,2016,"08/2016",2010,37,0,"yes"
"11306",162,25,1,1,39,0,3,9,2016,"09/2016",2016,7,0,"no"
"11307",165,25,1,1,21,1,6,8,2016,"08/2016",2010,37,1,"yes"
"11308",165,25,1,2,19,1,6,8,2016,"08/2016",2010,37,1,"yes"
"11309",171,25,4,1,24,0,13,7,2016,"07/2016",2016,20,0,"no"
"11310",176,25,1,1,88,1,24,8,2016,"08/2016",2011,39,0,"yes"
"11311",176,25,1,2,88,1,24,8,2016,"08/2016",2011,39,0,"yes"
"11312",176,25,4,1,30,0,24,8,2016,"08/2016",2016,30,0,"yes"
"11313",179,25,1,1,23,1,15,9,2016,"09/2016",2010,55,0,"no"
"11314",180,25,2,1,44,0,23,9,2016,"09/2016",2012,7,0,"yes"
"11315",180,25,2,2,16,0,23,9,2016,"09/2016",2012,7,0,"yes"
"11316",185,25,3,1,37,0,8,8,2016,"08/2016",2013,20,0,"yes"
"11317",185,25,3,2,37,0,8,8,2016,"08/2016",2013,20,0,"yes"
"11318",185,25,3,3,14,0,8,8,2016,"08/2016",2013,20,0,"yes"
"11319",185,25,3,4,6,0,8,8,2016,"08/2016",2013,20,0,"yes"
"11320",185,25,4,1,46,0,8,8,2016,"08/2016",2010,23,0,"yes"
"11321",185,25,4,2,39,0,8,8,2016,"08/2016",2010,23,0,"yes"
"11322",185,25,4,3,4,0,8,8,2016,"08/2016",2010,23,0,"yes"
"11323",185,25,4,4,23,0,8,8,2016,"08/2016",2010,23,0,"yes"
"11324",190,25,1,1,39,1,27,6,2016,"06/2016",2009,63,0,"no"
"11325",191,25,1,1,35,1,12,7,2016,"07/2016",2008,37,0,"yes"
"11326",191,25,1,2,5,1,12,7,2016,"07/2016",2008,37,0,"yes"
"11327",191,25,1,3,10,1,12,7,2016,"07/2016",2008,37,0,"yes"
"11328",194,25,1,1,22,1,2,8,2016,"08/2016",2009,35,0,"no"
"11329",196,25,2,1,90,0,4,8,2016,"08/2016",2016,48,0,"no"
"11330",198,25,1,1,26,1,18,8,2016,"08/2016",2016,20,0,"no"
"11331",202,25,2,1,22,0,10,9,2016,"09/2016",2008,20,0,"yes"
"11332",202,25,2,2,22,0,10,9,2016,"09/2016",2008,20,0,"yes"
"11333",203,25,1,1,33,0,13,9,2016,"09/2016",2010,37,0,"no"
"11334",205,25,1,1,72,1,28,9,2016,"09/2016",2013,49,0,"no"
"11335",210,25,1,1,19,1,7,10,2016,"10/2016",2009,35,0,"yes"
"11336",210,25,1,2,22,1,7,10,2016,"10/2016",2009,35,0,"yes"
"11337",210,25,1,3,19,1,7,10,2016,"10/2016",2009,35,0,"yes"
"11338",210,25,1,4,19,1,7,10,2016,"10/2016",2009,35,0,"yes"
"11339",211,25,1,1,30,0,21,9,2016,"09/2016",2015,54,0,"no"
"11340",213,25,2,1,53,2,31,8,2016,"08/2016",2014,12,0,"yes"
"11341",213,25,2,2,47,2,31,8,2016,"08/2016",2014,12,0,"yes"
"11342",213,25,2,3,59,2,31,8,2016,"08/2016",2014,12,0,"yes"
"11343",213,25,2,4,45,2,31,8,2016,"08/2016",2014,12,0,"yes"
"11344",213,25,2,5,57,2,31,8,2016,"08/2016",2014,12,0,"yes"
"11345",216,25,2,1,52,0,16,10,2016,"10/2016",2010,30,0,"no"
"11346",217,25,1,1,18,0,18,10,2016,"10/2016",2012,12,0,"no"
"11347",218,25,1,1,40,0,18,10,2016,"10/2016",2013,59,0,"no"
"11348",223,25,1,1,33,2,24,8,2016,"08/2016",2009,55,0,"yes"
"11349",223,25,1,2,57,2,24,8,2016,"08/2016",2009,55,0,"yes"
"11350",224,25,1,1,19,0,23,10,2016,"10/2016",2008,2,0,"yes"
"11351",224,25,1,2,52,0,23,10,2016,"10/2016",2008,2,0,"yes"
"11352",224,25,1,3,14,0,23,10,2016,"10/2016",2008,2,0,"yes"
"11353",226,25,1,1,31,1,24,10,2016,"10/2016",2011,58,0,"no"
"11354",233,25,1,1,26,1,22,10,2016,"10/2016",2016,35,0,"no"
"11355",234,25,2,1,60,1,1,10,2016,"10/2016",2012,32,0,"yes"
"11356",234,25,2,2,56,1,1,10,2016,"10/2016",2012,32,0,"yes"
"11357",241,25,1,1,21,1,10,8,2016,"08/2016",2014,2,0,"no"
"11358",246,25,2,1,64,0,5,8,2016,"08/2016",2009,12,0,"yes"
"11359",246,25,2,2,8,0,5,8,2016,"08/2016",2009,12,0,"yes"
"11360",246,25,3,1,26,0,5,8,2016,"08/2016",2013,20,0,"yes"
"11361",248,25,1,1,65,1,13,7,2016,"07/2016",2016,23,0,"no"
"11362",251,25,1,1,54,0,10,4,2016,"04/2016",2012,45,0,"no"
"11363",255,25,1,1,63,1,10,7,2016,"07/2016",2011,55,0,"yes"
"11364",255,25,1,2,56,1,10,7,2016,"07/2016",2011,55,0,"yes"
"11365",257,25,1,1,29,2,1,11,2016,"11/2016",2012,63,0,"yes"
"11366",257,25,1,2,39,2,1,11,2016,"11/2016",2012,63,0,"yes"
"11367",263,25,1,1,48,0,6,11,2016,"11/2016",2012,20,0,"no"
"11368",264,25,1,1,19,0,10,11,2016,"11/2016",2010,49,0,"no"
"11369",266,25,1,1,44,1,13,11,2016,"11/2016",2010,12,0,"no"
"11370",267,25,2,1,47,0,18,11,2016,"11/2016",2015,2,0,"no"
"11371",269,25,1,1,50,1,27,11,2016,"11/2016",2014,51,0,"yes"
"11372",269,25,2,1,21,0,27,11,2016,"11/2016",2016,37,0,"yes"
"11373",269,25,2,2,24,0,27,11,2016,"11/2016",2016,37,0,"yes"
"11374",271,25,1,1,20,0,15,11,2016,"11/2016",2008,7,0,"no"
"11375",273,25,1,1,68,1,16,11,2016,"11/2016",2013,49,0,"no"
"11376",278,25,1,1,67,0,29,11,2016,"11/2016",2014,2,0,"no"
"11377",279,25,2,1,33,0,9,11,2016,"11/2016",2014,37,0,"no"
"11378",281,25,4,1,40,0,20,10,2016,"10/2016",2013,49,0,"no"
"11379",282,25,1,1,75,1,20,3,2016,"03/2016",2012,63,0,"yes"
"11380",282,25,1,2,69,1,20,3,2016,"03/2016",2012,63,0,"yes"
"11381",282,25,2,1,23,0,20,3,2016,"03/2016",2013,2,0,"yes"
"11382",284,25,1,1,68,0,29,8,2016,"08/2016",2015,35,0,"no"
"11383",285,25,1,1,24,2,2,12,2016,"12/2016",2014,42,0,"yes"
"11384",285,25,1,2,23,2,2,12,2016,"12/2016",2014,42,0,"yes"
"11385",285,25,1,3,17,2,2,12,2016,"12/2016",2014,42,0,"yes"
"11386",286,25,2,1,29,0,3,12,2016,"12/2016",2017,49,0,"no"
"11387",287,25,1,1,23,2,10,12,2016,"12/2016",2010,42,0,"yes"
"11388",287,25,1,2,21,2,10,12,2016,"12/2016",2010,42,0,"yes"
"11389",288,25,1,1,45,1,20,11,2016,"11/2016",2015,32,0,"yes"
"11390",288,25,1,2,62,1,20,11,2016,"11/2016",2015,32,0,"yes"
"11391",288,25,1,3,66,1,20,11,2016,"11/2016",2015,32,0,"yes"
"11392",288,25,1,4,74,1,20,11,2016,"11/2016",2015,32,0,"yes"
"11393",288,25,1,5,42,1,20,11,2016,"11/2016",2015,32,0,"yes"
"11394",289,25,1,1,23,0,5,12,2016,"12/2016",2016,12,0,"no"
"11395",290,25,2,1,52,1,14,12,2016,"12/2016",2014,65,0,"no"
"11396",291,25,2,1,41,0,6,12,2016,"12/2016",2015,12,0,"no"
"11397",293,25,1,1,41,1,18,12,2016,"12/2016",2011,55,0,"no"
"11398",295,25,1,1,30,0,21,12,2016,"12/2016",2013,55,0,"no"
"11399",296,25,1,1,17,2,22,12,2016,"12/2016",2009,37,0,"yes"
"11400",296,25,1,2,17,2,22,12,2016,"12/2016",2009,37,0,"yes"
"11401",297,25,1,1,88,1,10,12,2016,"12/2016",2014,49,0,"yes"
"11402",297,25,2,1,56,0,10,12,2016,"12/2016",2015,49,0,"yes"
"11403",297,25,2,2,28,0,10,12,2016,"12/2016",2015,49,0,"yes"
"11404",299,25,1,1,21,0,25,12,2016,"12/2016",2016,35,0,"yes"
"11405",299,25,1,2,21,0,25,12,2016,"12/2016",2016,35,0,"yes"
"11406",301,25,1,1,32,1,28,12,2016,"12/2016",2008,20,0,"no"
"11407",302,25,1,1,38,1,23,12,2016,"12/2016",2015,30,0,"no"
"11408",305,25,1,1,57,3,30,12,2016,"12/2016",2008,20,0,"yes"
"11409",305,25,1,2,17,3,30,12,2016,"12/2016",2008,20,0,"yes"
"11410",305,25,1,3,17,3,30,12,2016,"12/2016",2008,20,0,"yes"
"11411",306,25,1,1,51,0,1,10,2016,"10/2016",2012,37,0,"no"
"11412",308,25,1,1,31,0,3,10,2016,"10/2016",2008,49,0,"yes"
"11413",308,25,1,2,1,0,3,10,2016,"10/2016",2008,49,0,"yes"
"11414",308,25,1,3,0,0,3,10,2016,"10/2016",2008,49,0,"yes"
"11415",308,25,3,1,72,0,3,10,2016,"10/2016",2008,49,0,"yes"
"11416",312,25,4,1,27,0,28,9,2016,"09/2016",2008,48,0,"no"
"11417",313,25,1,1,54,0,1,3,2016,"03/2016",2011,30,0,"yes"
"11418",313,25,2,1,50,0,1,3,2016,"03/2016",2014,41,0,"yes"
"11419",315,25,1,1,35,1,4,11,2016,"11/2016",2013,49,0,"no"
"11420",316,25,1,1,35,0,28,10,2016,"10/2016",2012,23,0,"no"
"11421",317,25,2,1,59,1,27,5,2016,"05/2016",2008,35,0,"no"
"11422",318,25,1,1,23,1,11,10,2016,"10/2016",2015,48,0,"no"
"11423",320,25,1,1,28,1,2,5,2016,"05/2016",2014,7,0,"yes"
"11424",320,25,1,2,77,1,2,5,2016,"05/2016",2014,7,0,"yes"
"11425",320,25,2,1,40,0,2,5,2016,"05/2016",2010,49,0,"yes"
"11426",321,25,1,1,51,0,30,5,2016,"05/2016",2010,59,0,"yes"
"11427",321,25,1,2,69,0,30,5,2016,"05/2016",2010,59,0,"yes"
"11428",321,25,1,3,66,0,30,5,2016,"05/2016",2010,59,0,"yes"
"11429",321,25,2,1,39,0,30,5,2016,"05/2016",2011,49,0,"yes"
"11430",321,25,3,1,21,0,30,5,2016,"05/2016",2010,35,0,"yes"
"11431",321,25,4,1,36,0,30,5,2016,"05/2016",2015,35,0,"yes"
"11432",321,25,4,2,37,0,30,5,2016,"05/2016",2015,35,0,"yes"
"11433",321,25,4,3,7,0,30,5,2016,"05/2016",2015,35,0,"yes"
"11434",323,25,1,1,73,1,29,8,2016,"08/2016",2008,13,0,"no"
"11435",328,25,1,1,61,0,25,11,2016,"11/2016",2014,20,0,"no"
"11436",333,25,1,1,31,0,28,6,2016,"06/2016",2012,36,0,"no"
"11437",336,25,3,1,30,0,16,3,2016,"03/2016",2011,35,0,"no"
"11438",339,25,1,1,50,0,14,5,2016,"05/2016",2011,35,0,"no"
"11439",340,25,1,1,22,1,24,12,2016,"12/2016",2008,49,0,"no"
"11440",342,25,2,1,22,0,2,1,2016,"01/2016",2013,37,0,"no"
"11441",344,25,1,1,31,1,17,6,2016,"06/2016",2010,37,0,"no"
"11442",350,25,1,1,66,0,9,9,2016,"09/2016",2013,19,0,"no"
"11443",352,25,1,1,53,1,7,8,2016,"08/2016",2013,49,0,"yes"
"11444",352,25,2,1,43,0,7,8,2016,"08/2016",2012,2,0,"yes"
"11445",362,25,1,1,76,0,16,12,2016,"12/2016",2011,12,0,"no"
"11446",365,25,1,1,61,0,3,11,2016,"11/2016",2010,35,0,"no"
"11447",368,25,1,1,81,1,7,10,2016,"10/2016",2009,55,0,"no"
"11448",369,25,1,1,27,1,25,12,2016,"12/2016",2015,2,0,"no"
"11449",1,26,1,1,49,0,1,1,2016,"01/2016",2015,49,0,"no"
"11450",7,26,1,1,21,0,2,1,2016,"01/2016",2010,12,0,"no"
"11451",8,26,1,1,33,1,9,1,2016,"01/2016",2008,20,0,"no"
"11452",11,26,2,1,63,0,12,1,2016,"01/2016",2013,20,0,"no"
"11453",12,26,1,1,26,0,13,1,2016,"01/2016",2008,18,0,"yes"
"11454",12,26,5,1,57,0,13,1,2016,"01/2016",2009,12,0,"yes"
"11455",13,26,1,1,61,0,12,1,2016,"01/2016",2009,2,0,"no"
"11456",14,26,1,1,38,0,17,1,2016,"01/2016",2009,19,0,"no"
"11457",15,26,1,1,26,1,17,1,2016,"01/2016",2010,49,0,"no"
"11458",16,26,1,1,18,0,15,1,2016,"01/2016",2012,2,0,"no"
"11459",17,26,2,1,54,2,17,1,2016,"01/2016",2015,13,0,"yes"
"11460",17,26,2,2,78,2,17,1,2016,"01/2016",2015,13,0,"yes"
"11461",17,26,2,3,78,2,17,1,2016,"01/2016",2015,13,0,"yes"
"11462",17,26,5,1,62,0,17,1,2016,"01/2016",2014,12,0,"yes"
"11463",17,26,5,2,70,0,17,1,2016,"01/2016",2014,12,0,"yes"
"11464",17,26,5,3,7,0,17,1,2016,"01/2016",2014,12,0,"yes"
"11465",17,26,5,4,6,0,17,1,2016,"01/2016",2014,12,0,"yes"
