"","casenum","statenum","vehnum","pnum","age","numfatal","day","month","year","date","modelyear","make","cellphoneuse","dup"
"1674",199,6,4,1,50,0,2,3,2016,"03/2016",2012,12,0,"yes"
"1675",199,6,5,1,58,0,2,3,2016,"03/2016",2008,49,0,"yes"
"1676",203,6,1,1,29,1,7,3,2016,"03/2016",2015,67,0,"yes"
"1677",203,6,1,2,29,1,7,3,2016,"03/2016",2015,67,0,"yes"
"1678",203,6,1,3,2,1,7,3,2016,"03/2016",2015,67,0,"yes"
"1679",203,6,2,1,20,0,7,3,2016,"03/2016",2014,52,0,"yes"
"1680",205,6,3,1,31,0,11,2,2016,"02/2016",2008,2,0,"no"
"1681",210,6,1,1,23,1,15,2,2016,"02/2016",2012,20,0,"yes"
"1682",210,6,1,2,25,1,15,2,2016,"02/2016",2012,20,0,"yes"
"1683",210,6,2,1,29,0,15,2,2016,"02/2016",2015,2,0,"yes"
"1684",210,6,2,2,7,0,15,2,2016,"02/2016",2015,2,0,"yes"
"1685",210,6,2,3,50,0,15,2,2016,"02/2016",2015,2,0,"yes"
"1686",210,6,2,4,52,0,15,2,2016,"02/2016",2015,2,0,"yes"
"1687",211,6,1,1,86,0,6,2,2016,"02/2016",2008,49,0,"no"
"1688",230,6,1,1,42,1,2,3,2016,"03/2016",2012,12,0,"no"
"1689",233,6,1,1,22,2,9,1,2016,"01/2016",2008,23,0,"yes"
"1690",233,6,1,2,45,2,9,1,2016,"01/2016",2008,23,0,"yes"
"1691",233,6,1,3,45,2,9,1,2016,"01/2016",2008,23,0,"yes"
"1692",233,6,1,4,24,2,9,1,2016,"01/2016",2008,23,0,"yes"
"1693",237,6,1,1,33,0,7,1,2016,"01/2016",2015,63,0,"yes"
"1694",237,6,1,2,4,0,7,1,2016,"01/2016",2015,63,0,"yes"
"1695",237,6,1,3,2,0,7,1,2016,"01/2016",2015,63,0,"yes"
"1696",238,6,2,1,54,1,21,3,2016,"03/2016",2012,12,0,"no"
"1697",251,6,2,1,55,0,15,3,2016,"03/2016",2015,20,0,"no"
"1698",252,6,2,1,50,0,14,1,2016,"01/2016",2009,12,0,"no"
"1699",256,6,1,1,27,0,28,2,2016,"02/2016",2010,18,0,"no"
"1700",257,6,1,1,37,1,3,3,2016,"03/2016",2016,49,0,"yes"
"1701",257,6,1,2,38,1,3,3,2016,"03/2016",2016,49,0,"yes"
"1702",257,6,1,3,38,1,3,3,2016,"03/2016",2016,49,0,"yes"
"1703",260,6,1,1,63,1,11,2,2016,"02/2016",2010,37,0,"no"
"1704",261,6,1,1,19,1,21,3,2016,"03/2016",2010,59,0,"yes"
"1705",261,6,1,2,20,1,21,3,2016,"03/2016",2010,59,0,"yes"
"1706",261,6,1,3,20,1,21,3,2016,"03/2016",2010,59,0,"yes"
"1707",261,6,1,4,19,1,21,3,2016,"03/2016",2010,59,0,"yes"
"1708",261,6,1,5,19,1,21,3,2016,"03/2016",2010,59,0,"yes"
"1709",261,6,1,6,20,1,21,3,2016,"03/2016",2010,59,0,"yes"
"1710",261,6,1,7,19,1,21,3,2016,"03/2016",2010,59,0,"yes"
"1711",261,6,2,1,24,1,21,3,2016,"03/2016",2013,41,0,"yes"
"1712",264,6,1,1,58,1,12,2,2016,"02/2016",2012,35,0,"no"
"1713",267,6,1,1,51,0,1,2,2016,"02/2016",2012,6,0,"no"
"1714",269,6,3,1,47,0,23,1,2016,"01/2016",2016,49,0,"yes"
"1715",269,6,3,2,50,0,23,1,2016,"01/2016",2016,49,0,"yes"
"1716",269,6,3,3,11,0,23,1,2016,"01/2016",2016,49,0,"yes"
"1717",269,6,4,1,51,0,23,1,2016,"01/2016",2013,7,0,"yes"
"1718",269,6,4,2,48,0,23,1,2016,"01/2016",2013,7,0,"yes"
"1719",272,6,1,1,66,1,6,3,2016,"03/2016",2015,20,0,"no"
"1720",273,6,1,1,30,0,28,2,2016,"02/2016",2013,55,0,"no"
"1721",274,6,1,1,28,0,7,2,2016,"02/2016",2012,20,0,"no"
"1722",275,6,1,1,22,0,7,3,2016,"03/2016",2014,37,0,"no"
"1723",276,6,1,1,21,0,21,2,2016,"02/2016",2012,20,0,"yes"
"1724",276,6,1,2,20,0,21,2,2016,"02/2016",2012,20,0,"yes"
"1725",276,6,3,1,56,0,21,2,2016,"02/2016",2011,34,0,"yes"
"1726",278,6,1,1,61,0,27,2,2016,"02/2016",2014,49,0,"no"
"1727",279,6,1,1,97,2,30,1,2016,"01/2016",2014,48,0,"yes"
"1728",279,6,1,2,53,2,30,1,2016,"01/2016",2014,48,0,"yes"
"1729",279,6,1,3,95,2,30,1,2016,"01/2016",2014,48,0,"yes"
"1730",283,6,1,1,46,1,22,2,2016,"02/2016",2013,48,0,"no"
"1731",288,6,1,1,20,1,27,3,2016,"03/2016",2013,37,0,"no"
"1732",291,6,1,1,21,1,30,3,2016,"03/2016",2008,19,0,"no"
"1733",300,6,1,1,20,0,28,2,2016,"02/2016",2011,34,0,"no"
"1734",310,6,2,1,51,0,11,3,2016,"03/2016",2013,12,0,"yes"
"1735",310,6,2,2,28,0,11,3,2016,"03/2016",2013,12,0,"yes"
"1736",312,6,1,1,27,1,21,2,2016,"02/2016",2011,63,0,"yes"
"1737",312,6,1,2,27,1,21,2,2016,"02/2016",2011,63,0,"yes"
"1738",315,6,1,1,27,0,22,1,2016,"01/2016",2015,35,0,"no"
"1739",318,6,1,1,18,0,8,3,2016,"03/2016",2015,35,0,"yes"
"1740",318,6,1,2,21,0,8,3,2016,"03/2016",2015,35,0,"yes"
"1741",320,6,2,1,36,1,15,1,2016,"01/2016",2010,37,0,"no"
"1742",321,6,2,1,59,0,22,1,2016,"01/2016",2013,49,0,"no"
"1743",324,6,1,1,82,1,25,3,2016,"03/2016",2011,12,0,"no"
"1744",325,6,1,1,58,0,10,3,2016,"03/2016",2010,37,0,"no"
"1745",326,6,2,1,66,1,8,2,2016,"02/2016",2010,23,0,"no"
"1746",330,6,2,1,77,1,29,1,2016,"01/2016",2011,12,0,"no"
"1747",332,6,1,1,23,0,1,2,2016,"02/2016",2011,35,0,"yes"
"1748",332,6,1,2,25,0,1,2,2016,"02/2016",2011,35,0,"yes"
"1749",336,6,1,1,18,2,4,3,2016,"03/2016",2008,59,0,"yes"
"1750",336,6,1,2,19,2,4,3,2016,"03/2016",2008,59,0,"yes"
"1751",341,6,2,1,22,1,14,2,2016,"02/2016",2008,65,0,"yes"
"1752",341,6,3,1,36,0,14,2,2016,"02/2016",2016,59,0,"yes"
"1753",341,6,3,2,32,0,14,2,2016,"02/2016",2016,59,0,"yes"
"1754",344,6,1,1,51,0,17,2,2016,"02/2016",2013,49,0,"no"
"1755",353,6,2,1,26,0,26,3,2016,"03/2016",2008,37,0,"yes"
"1756",353,6,2,2,23,0,26,3,2016,"03/2016",2008,37,0,"yes"
"1757",356,6,2,1,38,0,6,3,2016,"03/2016",2015,49,0,"yes"
"1758",356,6,2,2,45,0,6,3,2016,"03/2016",2015,49,0,"yes"
"1759",356,6,3,1,55,0,6,3,2016,"03/2016",2012,49,0,"yes"
"1760",356,6,3,2,10,0,6,3,2016,"03/2016",2012,49,0,"yes"
"1761",356,6,3,3,8,0,6,3,2016,"03/2016",2012,49,0,"yes"
"1762",358,6,1,1,24,0,17,3,2016,"03/2016",2008,49,0,"no"
"1763",365,6,1,1,24,0,4,4,2016,"04/2016",2008,20,0,"no"
"1764",369,6,1,1,43,1,24,4,2016,"04/2016",2010,37,0,"no"
"1765",370,6,1,1,22,2,4,4,2016,"04/2016",2015,35,0,"yes"
"1766",370,6,1,2,23,2,4,4,2016,"04/2016",2015,35,0,"yes"
"1767",373,6,1,1,30,1,7,4,2016,"04/2016",2013,35,0,"yes"
"1768",373,6,1,2,31,1,7,4,2016,"04/2016",2013,35,0,"yes"
"1769",373,6,1,3,18,1,7,4,2016,"04/2016",2013,35,0,"yes"
"1770",382,6,2,1,23,1,27,3,2016,"03/2016",2012,37,0,"yes"
"1771",382,6,2,2,23,1,27,3,2016,"03/2016",2012,37,0,"yes"
"1772",383,6,2,1,44,0,4,1,2016,"01/2016",2010,20,0,"no"
"1773",384,6,1,1,29,0,21,2,2016,"02/2016",2013,49,0,"yes"
"1774",384,6,1,2,7,0,21,2,2016,"02/2016",2013,49,0,"yes"
"1775",384,6,1,3,12,0,21,2,2016,"02/2016",2013,49,0,"yes"
"1776",385,6,2,1,32,1,8,3,2016,"03/2016",2014,37,0,"no"
"1777",386,6,3,1,66,0,17,3,2016,"03/2016",2014,49,0,"no"
"1778",389,6,1,1,33,0,27,3,2016,"03/2016",2015,49,0,"no"
"1779",390,6,2,1,26,0,19,3,2016,"03/2016",2013,41,0,"yes"
"1780",390,6,2,2,0,0,19,3,2016,"03/2016",2013,41,0,"yes"
"1781",392,6,1,1,33,1,3,1,2016,"01/2016",2013,37,0,"no"
"1782",394,6,3,1,28,0,25,3,2016,"03/2016",2012,30,0,"yes"
"1783",394,6,3,2,28,0,25,3,2016,"03/2016",2012,30,0,"yes"
"1784",394,6,5,1,24,0,25,3,2016,"03/2016",2015,12,0,"yes"
"1785",398,6,1,1,86,0,17,3,2016,"03/2016",2008,19,0,"no"
"1786",402,6,1,1,25,2,14,2,2016,"02/2016",2012,55,0,"yes"
"1787",402,6,1,2,21,2,14,2,2016,"02/2016",2012,55,0,"yes"
"1788",403,6,1,1,33,0,6,4,2016,"04/2016",2014,12,0,"no"
"1789",404,6,1,1,19,0,14,2,2016,"02/2016",2013,48,0,"yes"
"1790",404,6,1,2,21,0,14,2,2016,"02/2016",2013,48,0,"yes"
"1791",405,6,1,1,52,0,8,2,2016,"02/2016",2013,34,0,"no"
"1792",408,6,2,1,49,0,28,1,2016,"01/2016",2010,23,0,"no"
"1793",410,6,1,1,28,0,22,2,2016,"02/2016",2014,7,0,"no"
"1794",414,6,1,1,25,0,26,3,2016,"03/2016",2013,12,0,"yes"
"1795",414,6,2,1,42,2,26,3,2016,"03/2016",2012,37,0,"yes"
"1796",414,6,2,2,10,2,26,3,2016,"03/2016",2012,37,0,"yes"
"1797",414,6,2,3,69,2,26,3,2016,"03/2016",2012,37,0,"yes"
"1798",414,6,2,4,42,2,26,3,2016,"03/2016",2012,37,0,"yes"
"1799",416,6,2,1,57,0,30,3,2016,"03/2016",2013,12,0,"no"
"1800",418,6,1,1,19,1,7,2,2016,"02/2016",2012,55,0,"yes"
"1801",418,6,1,2,18,1,7,2,2016,"02/2016",2012,55,0,"yes"
"1802",418,6,1,3,19,1,7,2,2016,"02/2016",2012,55,0,"yes"
"1803",419,6,1,1,47,3,26,3,2016,"03/2016",2015,35,0,"yes"
"1804",419,6,1,2,45,3,26,3,2016,"03/2016",2015,35,0,"yes"
"1805",419,6,1,3,2,3,26,3,2016,"03/2016",2015,35,0,"yes"
"1806",420,6,2,1,30,0,24,2,2016,"02/2016",2014,12,0,"yes"
"1807",420,6,2,2,28,0,24,2,2016,"02/2016",2014,12,0,"yes"
"1808",421,6,2,1,46,0,29,2,2016,"02/2016",2013,49,0,"no"
"1809",422,6,1,1,23,0,9,4,2016,"04/2016",2010,20,0,"no"
"1810",423,6,2,1,37,0,25,3,2016,"03/2016",2014,49,0,"no"
"1811",425,6,1,1,47,1,5,4,2016,"04/2016",2011,37,0,"no"
"1812",429,6,1,1,47,0,31,3,2016,"03/2016",2010,37,0,"yes"
"1813",429,6,1,2,68,0,31,3,2016,"03/2016",2010,37,0,"yes"
"1814",432,6,1,1,29,0,25,2,2016,"02/2016",2012,30,0,"yes"
"1815",432,6,3,1,63,0,25,2,2016,"02/2016",2014,34,0,"yes"
"1816",432,6,4,1,56,0,25,2,2016,"02/2016",2012,49,0,"yes"
"1817",432,6,5,1,46,0,25,2,2016,"02/2016",2015,35,0,"yes"
"1818",434,6,2,1,21,1,1,1,2016,"01/2016",2015,12,0,"no"
"1819",442,6,1,1,22,1,22,2,2016,"02/2016",2011,20,0,"no"
"1820",446,6,1,1,71,1,1,4,2016,"04/2016",2016,63,0,"no"
"1821",447,6,3,1,63,0,27,3,2016,"03/2016",2011,37,0,"no"
"1822",450,6,2,1,30,1,1,3,2016,"03/2016",2016,12,0,"no"
"1823",452,6,1,1,24,1,9,3,2016,"03/2016",2016,67,0,"yes"
"1824",452,6,1,2,2,1,9,3,2016,"03/2016",2016,67,0,"yes"
"1825",454,6,1,1,28,0,16,4,2016,"04/2016",2012,35,0,"no"
"1826",456,6,1,1,23,1,4,3,2016,"03/2016",2008,55,0,"no"
"1827",464,6,1,1,31,0,9,4,2016,"04/2016",2011,7,0,"yes"
"1828",464,6,3,1,46,1,9,4,2016,"04/2016",2013,37,0,"yes"
"1829",464,6,4,1,18,0,9,4,2016,"04/2016",2011,41,0,"yes"
"1830",464,6,4,2,15,0,9,4,2016,"04/2016",2011,41,0,"yes"
"1831",464,6,4,3,17,0,9,4,2016,"04/2016",2011,41,0,"yes"
"1832",464,6,4,4,18,0,9,4,2016,"04/2016",2011,41,0,"yes"
"1833",464,6,7,1,25,0,9,4,2016,"04/2016",2012,37,0,"yes"
"1834",464,6,7,2,23,0,9,4,2016,"04/2016",2012,37,0,"yes"
"1835",466,6,1,1,57,0,28,4,2016,"04/2016",2013,55,0,"yes"
"1836",466,6,1,2,38,0,28,4,2016,"04/2016",2013,55,0,"yes"
"1837",467,6,1,1,26,0,17,4,2016,"04/2016",2015,37,0,"no"
"1838",468,6,3,1,29,0,26,2,2016,"02/2016",2015,12,0,"yes"
"1839",468,6,3,2,65,0,26,2,2016,"02/2016",2015,12,0,"yes"
"1840",469,6,1,1,33,0,22,4,2016,"04/2016",2009,2,0,"no"
"1841",470,6,1,1,29,0,11,4,2016,"04/2016",2015,48,0,"no"
"1842",472,6,1,1,33,1,6,3,2016,"03/2016",2011,34,0,"no"
"1843",473,6,1,1,21,0,11,4,2016,"04/2016",2009,22,0,"no"
"1844",474,6,1,1,24,0,28,4,2016,"04/2016",2013,12,0,"no"
"1845",476,6,2,1,47,0,9,4,2016,"04/2016",2014,58,0,"no"
"1846",478,6,1,1,29,1,6,3,2016,"03/2016",2014,12,0,"yes"
"1847",478,6,1,2,21,1,6,3,2016,"03/2016",2014,12,0,"yes"
"1848",483,6,1,1,25,0,20,4,2016,"04/2016",2010,59,0,"yes"
"1849",483,6,2,1,23,0,20,4,2016,"04/2016",2008,20,0,"yes"
"1850",484,6,1,1,35,0,28,4,2016,"04/2016",2014,35,0,"no"
"1851",494,6,2,1,30,1,17,4,2016,"04/2016",2008,49,0,"yes"
"1852",494,6,2,2,37,1,17,4,2016,"04/2016",2008,49,0,"yes"
"1853",494,6,2,3,4,1,17,4,2016,"04/2016",2008,49,0,"yes"
"1854",494,6,2,4,7,1,17,4,2016,"04/2016",2008,49,0,"yes"
"1855",494,6,2,5,12,1,17,4,2016,"04/2016",2008,49,0,"yes"
"1856",494,6,2,6,10,1,17,4,2016,"04/2016",2008,49,0,"yes"
"1857",495,6,1,1,44,0,11,3,2016,"03/2016",2015,20,0,"yes"
"1858",495,6,1,2,29,0,11,3,2016,"03/2016",2015,20,0,"yes"
"1859",496,6,1,1,22,1,11,3,2016,"03/2016",2014,35,0,"yes"
"1860",496,6,2,1,36,0,11,3,2016,"03/2016",2008,12,0,"yes"
"1861",496,6,2,2,10,0,11,3,2016,"03/2016",2008,12,0,"yes"
"1862",496,6,2,3,15,0,11,3,2016,"03/2016",2008,12,0,"yes"
"1863",496,6,2,4,35,0,11,3,2016,"03/2016",2008,12,0,"yes"
"1864",496,6,2,5,18,0,11,3,2016,"03/2016",2008,12,0,"yes"
"1865",497,6,1,1,69,1,16,4,2016,"04/2016",2009,49,0,"no"
"1866",498,6,2,1,33,0,12,2,2016,"02/2016",2011,63,0,"no"
"1867",500,6,2,1,56,0,2,4,2016,"04/2016",2015,32,0,"no"
"1868",502,6,1,1,75,2,12,3,2016,"03/2016",2010,37,0,"yes"
"1869",502,6,1,2,73,2,12,3,2016,"03/2016",2010,37,0,"yes"
"1870",503,6,1,1,30,1,10,4,2016,"04/2016",2013,35,0,"no"
"1871",504,6,1,1,46,1,29,3,2016,"03/2016",2013,55,0,"yes"
"1872",504,6,1,2,72,1,29,3,2016,"03/2016",2013,55,0,"yes"
"1873",504,6,1,3,12,1,29,3,2016,"03/2016",2013,55,0,"yes"
"1874",504,6,1,4,73,1,29,3,2016,"03/2016",2013,55,0,"yes"
"1875",508,6,1,1,21,0,27,3,2016,"03/2016",2015,23,0,"yes"
"1876",508,6,2,1,71,1,27,3,2016,"03/2016",2012,49,0,"yes"
"1877",508,6,2,2,67,1,27,3,2016,"03/2016",2012,49,0,"yes"
"1878",512,6,2,1,32,0,29,3,2016,"03/2016",2008,12,0,"no"
"1879",514,6,1,1,39,0,15,2,2016,"02/2016",2008,34,0,"yes"
"1880",514,6,1,2,27,0,15,2,2016,"02/2016",2008,34,0,"yes"
"1881",514,6,3,1,32,0,15,2,2016,"02/2016",2013,35,0,"yes"
"1882",514,6,3,2,35,0,15,2,2016,"02/2016",2013,35,0,"yes"
"1883",515,6,1,1,72,1,16,4,2016,"04/2016",2008,49,0,"no"
"1884",516,6,1,1,23,0,24,2,2016,"02/2016",2013,34,0,"yes"
"1885",516,6,1,2,20,0,24,2,2016,"02/2016",2013,34,0,"yes"
"1886",516,6,2,1,50,1,24,2,2016,"02/2016",2009,49,0,"yes"
"1887",516,6,2,2,16,1,24,2,2016,"02/2016",2009,49,0,"yes"
"1888",520,6,2,1,50,0,18,4,2016,"04/2016",2014,20,0,"no"
"1889",524,6,1,1,58,0,9,1,2016,"01/2016",2015,63,0,"yes"
"1890",524,6,1,2,22,0,9,1,2016,"01/2016",2015,63,0,"yes"
"1891",524,6,1,3,21,0,9,1,2016,"01/2016",2015,63,0,"yes"
"1892",526,6,2,1,22,0,16,1,2016,"01/2016",2015,55,0,"no"
"1893",528,6,2,1,43,0,16,3,2016,"03/2016",2012,20,0,"no"
"1894",532,6,1,1,30,1,28,3,2016,"03/2016",2013,37,0,"yes"
"1895",532,6,2,1,23,1,28,3,2016,"03/2016",2008,12,0,"yes"
"1896",532,6,2,2,26,1,28,3,2016,"03/2016",2008,12,0,"yes"
"1897",534,6,1,1,30,0,8,1,2016,"01/2016",2008,49,0,"no"
"1898",538,6,2,1,42,0,25,2,2016,"02/2016",2015,34,0,"no"
"1899",539,6,1,1,68,1,1,2,2016,"02/2016",2012,35,1,"yes"
"1900",539,6,1,2,3,1,1,2,2016,"02/2016",2012,35,1,"yes"
"1901",540,6,1,1,57,0,6,4,2016,"04/2016",2009,49,0,"yes"
"1902",540,6,1,2,49,0,6,4,2016,"04/2016",2009,49,0,"yes"
"1903",541,6,1,1,65,0,13,3,2016,"03/2016",2010,35,0,"no"
"1904",551,6,1,1,27,1,6,3,2016,"03/2016",2014,63,0,"yes"
"1905",551,6,1,2,32,1,6,3,2016,"03/2016",2014,63,0,"yes"
"1906",553,6,1,1,26,1,17,3,2016,"03/2016",2009,49,0,"yes"
"1907",553,6,1,2,30,1,17,3,2016,"03/2016",2009,49,0,"yes"
"1908",556,6,2,1,18,0,4,3,2016,"03/2016",2009,59,0,"yes"
"1909",556,6,3,1,37,0,4,3,2016,"03/2016",2013,69,0,"yes"
"1910",558,6,2,1,24,0,29,4,2016,"04/2016",2014,37,0,"no"
"1911",561,6,1,1,64,0,16,3,2016,"03/2016",2013,12,0,"no"
"1912",562,6,1,1,24,0,22,1,2016,"01/2016",2012,35,0,"no"
"1913",563,6,1,1,36,1,23,3,2016,"03/2016",2014,12,1,"no"
"1914",575,6,1,1,18,0,15,4,2016,"04/2016",2011,62,0,"yes"
"1915",575,6,2,1,61,1,15,4,2016,"04/2016",2011,37,0,"yes"
"1916",577,6,1,1,61,0,2,2,2016,"02/2016",2012,55,0,"no"
"1917",578,6,1,1,32,1,29,1,2016,"01/2016",2015,7,0,"yes"
"1918",578,6,2,1,22,0,29,1,2016,"01/2016",2011,35,0,"yes"
"1919",580,6,1,1,39,0,14,2,2016,"02/2016",2009,20,0,"no"
"1920",583,6,2,1,20,0,19,3,2016,"03/2016",2014,55,0,"yes"
"1921",583,6,2,2,18,0,19,3,2016,"03/2016",2014,55,0,"yes"
"1922",583,6,2,3,13,0,19,3,2016,"03/2016",2014,55,0,"yes"
"1923",587,6,2,1,30,0,28,3,2016,"03/2016",2008,59,0,"no"
"1924",589,6,2,1,68,1,25,3,2016,"03/2016",2008,49,0,"yes"
"1925",589,6,2,2,38,1,25,3,2016,"03/2016",2008,49,0,"yes"
"1926",589,6,2,3,63,1,25,3,2016,"03/2016",2008,49,0,"yes"
"1927",589,6,2,4,51,1,25,3,2016,"03/2016",2008,49,0,"yes"
"1928",589,6,3,1,28,0,25,3,2016,"03/2016",2014,12,0,"yes"
"1929",593,6,1,1,58,0,31,3,2016,"03/2016",2015,63,0,"yes"
"1930",593,6,1,2,57,0,31,3,2016,"03/2016",2015,63,0,"yes"
"1931",594,6,2,1,35,1,14,4,2016,"04/2016",2008,37,0,"no"
"1932",596,6,1,1,27,1,8,5,2016,"05/2016",2008,20,0,"yes"
"1933",596,6,1,2,31,1,8,5,2016,"05/2016",2008,20,0,"yes"
"1934",597,6,1,1,65,0,6,1,2016,"01/2016",2014,49,0,"no"
"1935",599,6,1,1,31,1,8,5,2016,"05/2016",2008,49,0,"no"
"1936",600,6,1,1,49,0,4,5,2016,"05/2016",2015,6,0,"no"
"1937",604,6,1,1,67,0,8,5,2016,"05/2016",2015,63,0,"no"
"1938",605,6,1,1,26,1,8,5,2016,"05/2016",2015,55,0,"yes"
"1939",605,6,1,2,26,1,8,5,2016,"05/2016",2015,55,0,"yes"
"1940",607,6,1,1,30,1,2,5,2016,"05/2016",2012,37,0,"yes"
"1941",607,6,1,2,35,1,2,5,2016,"05/2016",2012,37,0,"yes"
"1942",607,6,1,3,32,1,2,5,2016,"05/2016",2012,37,0,"yes"
"1943",607,6,1,4,31,1,2,5,2016,"05/2016",2012,37,0,"yes"
"1944",610,6,1,1,52,0,29,4,2016,"04/2016",2014,12,0,"no"
"1945",611,6,1,1,28,0,1,5,2016,"05/2016",2011,42,0,"yes"
"1946",611,6,2,1,57,1,1,5,2016,"05/2016",2016,20,0,"yes"
"1947",615,6,1,1,19,0,30,4,2016,"04/2016",2015,12,0,"yes"
"1948",615,6,1,2,19,0,30,4,2016,"04/2016",2015,12,0,"yes"
"1949",616,6,2,1,22,0,20,2,2016,"02/2016",2011,58,0,"yes"
"1950",616,6,2,2,33,0,20,2,2016,"02/2016",2011,58,0,"yes"
"1951",616,6,2,3,21,0,20,2,2016,"02/2016",2011,58,0,"yes"
"1952",619,6,2,1,24,0,2,5,2016,"05/2016",2012,12,0,"no"
"1953",622,6,2,1,34,0,10,5,2016,"05/2016",2015,12,0,"yes"
"1954",622,6,2,2,0,0,10,5,2016,"05/2016",2015,12,0,"yes"
"1955",622,6,2,3,32,0,10,5,2016,"05/2016",2015,12,0,"yes"
"1956",627,6,2,1,32,0,13,5,2016,"05/2016",2013,37,0,"no"
"1957",629,6,2,1,43,0,26,2,2016,"02/2016",2015,51,0,"yes"
"1958",629,6,2,2,47,0,26,2,2016,"02/2016",2015,51,0,"yes"
"1959",632,6,1,1,68,0,18,4,2016,"04/2016",2011,12,0,"no"
"1960",633,6,1,1,37,0,23,5,2016,"05/2016",2016,59,0,"yes"
"1961",633,6,1,2,19,0,23,5,2016,"05/2016",2016,59,0,"yes"
"1962",636,6,1,1,23,0,20,5,2016,"05/2016",2014,20,0,"no"
"1963",637,6,2,1,72,0,17,5,2016,"05/2016",2008,19,0,"no"
"1964",639,6,1,1,20,1,26,5,2016,"05/2016",2010,20,0,"no"
"1965",640,6,1,1,57,0,25,5,2016,"05/2016",2015,41,0,"yes"
"1966",640,6,1,2,21,0,25,5,2016,"05/2016",2015,41,0,"yes"
"1967",640,6,1,3,57,0,25,5,2016,"05/2016",2015,41,0,"yes"
"1968",640,6,2,1,71,1,25,5,2016,"05/2016",2016,12,0,"yes"
"1969",640,6,2,2,77,1,25,5,2016,"05/2016",2016,12,0,"yes"
"1970",642,6,1,1,23,1,24,5,2016,"05/2016",2012,20,0,"yes"
"1971",642,6,1,2,23,1,24,5,2016,"05/2016",2012,20,0,"yes"
"1972",649,6,1,1,49,0,24,2,2016,"02/2016",2008,12,0,"yes"
"1973",649,6,3,1,41,0,24,2,2016,"02/2016",2015,55,0,"yes"
"1974",649,6,3,2,56,0,24,2,2016,"02/2016",2015,55,0,"yes"
"1975",656,6,1,1,46,1,16,4,2016,"04/2016",2016,42,0,"yes"
"1976",656,6,1,2,30,1,16,4,2016,"04/2016",2016,42,0,"yes"
"1977",663,6,1,1,18,0,21,2,2016,"02/2016",2013,7,0,"no"
"1978",664,6,1,1,95,1,20,2,2016,"02/2016",2008,30,0,"no"
"1979",672,6,2,1,60,0,13,5,2016,"05/2016",2010,23,0,"no"
"1980",673,6,1,1,42,0,21,6,2016,"06/2016",2013,63,0,"no"
"1981",678,6,1,1,40,0,26,2,2016,"02/2016",2009,49,0,"no"
"1982",688,6,1,1,22,1,18,4,2016,"04/2016",2012,20,0,"no"
"1983",689,6,3,1,38,0,17,6,2016,"06/2016",2008,49,0,"yes"
"1984",689,6,3,2,24,0,17,6,2016,"06/2016",2008,49,0,"yes"
"1985",694,6,1,1,36,1,13,3,2016,"03/2016",2011,12,0,"no"
"1986",697,6,1,1,44,0,8,4,2016,"04/2016",2015,20,0,"yes"
"1987",697,6,1,2,22,0,8,4,2016,"04/2016",2015,20,0,"yes"
"1988",704,6,1,1,71,1,9,5,2016,"05/2016",2010,20,0,"no"
"1989",706,6,2,1,77,0,26,5,2016,"05/2016",2015,12,0,"no"
"1990",713,6,2,1,25,1,21,4,2016,"04/2016",2015,41,0,"yes"
"1991",713,6,4,1,30,0,21,4,2016,"04/2016",2013,55,0,"yes"
"1992",713,6,5,1,33,0,21,4,2016,"04/2016",2016,35,0,"yes"
"1993",719,6,1,1,17,1,7,5,2016,"05/2016",2015,32,0,"no"
"1994",721,6,1,1,50,1,27,5,2016,"05/2016",2012,35,0,"no"
"1995",724,6,2,1,65,0,4,3,2016,"03/2016",2012,35,0,"no"
"1996",725,6,1,1,51,1,16,3,2016,"03/2016",2010,58,0,"no"
"1997",735,6,2,1,81,0,14,5,2016,"05/2016",2010,20,0,"yes"
"1998",735,6,2,2,75,0,14,5,2016,"05/2016",2010,20,0,"yes"
"1999",738,6,2,1,70,1,15,5,2016,"05/2016",2016,7,0,"yes"
"2000",738,6,2,2,59,1,15,5,2016,"05/2016",2016,7,0,"yes"
"2001",738,6,2,3,66,1,15,5,2016,"05/2016",2016,7,0,"yes"
"2002",738,6,2,4,63,1,15,5,2016,"05/2016",2016,7,0,"yes"
"2003",738,6,2,5,38,1,15,5,2016,"05/2016",2016,7,0,"yes"
"2004",738,6,2,6,56,1,15,5,2016,"05/2016",2016,7,0,"yes"
"2005",746,6,1,1,18,0,25,5,2016,"05/2016",2016,67,0,"yes"
"2006",746,6,1,2,17,0,25,5,2016,"05/2016",2016,67,0,"yes"
"2007",749,6,2,1,32,0,14,5,2016,"05/2016",2014,35,0,"yes"
"2008",749,6,2,2,31,0,14,5,2016,"05/2016",2014,35,0,"yes"
"2009",754,6,1,1,20,1,21,6,2016,"06/2016",2015,35,0,"yes"
"2010",754,6,1,2,36,1,21,6,2016,"06/2016",2015,35,0,"yes"
"2011",758,6,2,1,45,0,22,4,2016,"04/2016",2008,35,0,"no"
"2012",764,6,1,1,28,1,15,5,2016,"05/2016",2016,41,0,"yes"
"2013",764,6,1,2,82,1,15,5,2016,"05/2016",2016,41,0,"yes"
"2014",764,6,1,3,22,1,15,5,2016,"05/2016",2016,41,0,"yes"
"2015",764,6,1,4,21,1,15,5,2016,"05/2016",2016,41,0,"yes"
