"","casenum","statenum","vehnum","persontotal","agemin","agemax","numfatal","day","month","year","date","modelyear","make","makename","cellphoneuse"
"1057",1966,6,1,1,31,31,0,16,7,2016,"07/2016",2011,12,"Ford",0
"1058",1974,6,2,1,22,22,0,22,11,2016,"11/2016",2014,12,"Ford",0
"1059",2029,6,1,1,43,43,1,9,9,2016,"09/2016",2015,12,"Ford",0
"1060",2053,6,1,1,45,45,1,29,9,2016,"09/2016",2011,12,"Ford",0
"1061",2057,6,2,1,28,28,0,2,12,2016,"12/2016",2014,12,"Ford",0
"1062",2129,6,1,1,54,54,0,21,10,2016,"10/2016",2016,12,"Ford",0
"1063",2153,6,1,1,53,53,0,22,7,2016,"07/2016",2013,12,"Ford",0
"1064",2397,6,2,1,59,59,1,11,11,2016,"11/2016",2013,12,"Ford",0
"1065",2436,6,1,1,74,74,0,14,8,2016,"08/2016",2008,12,"Ford",0
"1066",2453,6,1,1,35,35,0,30,9,2016,"09/2016",2013,12,"Ford",1
"1067",2474,6,1,1,80,80,0,11,8,2016,"08/2016",2009,12,"Ford",0
"1068",2505,6,1,1,NA,NA,0,1,9,2016,"09/2016",2010,12,"Ford",0
"1069",2545,6,1,1,48,48,0,2,10,2016,"10/2016",2014,12,"Ford",0
