"","casenum","statenum","vehnum","persontotal","agemin","agemax","numfatal","day","month","year","date","modelyear","make","makename","cellphoneuse"
"405",392,18,2,2,50,50,0,18,7,2016,"07/2016",2009,12,"Ford",0
"406",398,18,1,2,89,89,1,28,5,2016,"05/2016",2012,12,"Ford",0
"407",423,18,2,2,48,48,0,26,7,2016,"07/2016",2014,12,"Ford",0
"408",474,18,1,1,19,19,0,14,8,2016,"08/2016",2010,12,"Ford",0
"409",564,18,1,1,44,44,0,4,10,2016,"10/2016",2014,12,"Ford",0
"410",586,18,1,1,90,90,1,12,10,2016,"10/2016",2015,12,"Ford",0
"411",618,18,2,2,46,46,0,4,6,2016,"06/2016",2013,12,"Ford",0
"412",622,18,2,6,22,61,1,7,10,2016,"10/2016",2009,12,"Ford",0
"413",643,18,1,4,35,42,0,5,11,2016,"11/2016",2011,12,"Ford",0
"414",645,18,2,2,17,39,1,21,10,2016,"10/2016",2012,12,"Ford",0
"415",679,18,2,2,71,75,0,18,11,2016,"11/2016",2015,12,"Ford",0
"416",686,18,1,1,85,85,1,21,11,2016,"11/2016",2014,12,"Ford",0
"417",778,18,1,1,20,20,0,28,12,2016,"12/2016",2014,12,"Ford",0
"418",778,18,2,4,2,55,1,28,12,2016,"12/2016",2009,12,"Ford",0
"419",789,18,2,2,47,70,0,14,12,2016,"12/2016",2016,12,"Ford",0
"420",793,18,1,2,18,39,1,23,12,2016,"12/2016",2011,12,"Ford",0
"421",801,18,1,2,47,47,1,29,12,2016,"12/2016",2013,12,"Ford",0
"422",9,19,1,4,18,27,1,19,1,2016,"01/2016",2015,12,"Ford",0
"423",14,19,3,2,66,66,0,23,1,2016,"01/2016",2013,12,"Ford",0
"424",63,19,2,3,30,34,3,26,3,2016,"03/2016",2016,12,"Ford",0
"425",67,19,2,2,55,78,1,19,4,2016,"04/2016",2011,12,"Ford",0
"426",71,19,2,2,87,92,1,22,4,2016,"04/2016",2009,12,"Ford",0
"427",84,19,2,2,19,22,0,30,4,2016,"04/2016",2011,12,"Ford",0
"428",120,19,1,3,19,20,1,1,5,2016,"05/2016",2009,12,"Ford",0
"429",247,19,2,1,17,17,0,2,10,2016,"10/2016",2008,12,"Ford",0
"430",310,19,2,1,63,63,1,10,11,2016,"11/2016",2012,12,"Ford",0
"431",319,19,1,1,80,80,1,20,11,2016,"11/2016",2009,12,"Ford",0
"432",324,19,2,3,43,43,0,24,11,2016,"11/2016",2015,12,"Ford",0
"433",326,19,2,2,29,32,0,26,11,2016,"11/2016",2015,12,"Ford",0
"434",334,19,1,1,43,43,1,7,12,2016,"12/2016",2011,12,"Ford",0
"435",336,19,3,1,27,27,0,10,12,2016,"12/2016",2008,12,"Ford",0
"436",336,19,4,1,30,30,0,10,12,2016,"12/2016",2013,12,"Ford",0
"437",348,19,1,3,3,36,2,21,12,2016,"12/2016",2016,12,"Ford",0
"438",41,20,1,3,18,19,1,19,2,2016,"02/2016",2012,12,"Ford",0
"439",50,20,3,2,25,31,0,4,3,2016,"03/2016",2014,12,"Ford",0
"440",151,20,3,2,29,31,0,21,6,2016,"06/2016",2013,12,"Ford",0
"441",189,20,1,2,30,47,1,22,7,2016,"07/2016",2010,12,"Ford",0
"442",356,20,2,2,60,63,0,10,12,2016,"12/2016",2013,12,"Ford",0
"443",379,20,2,1,44,44,1,11,9,2016,"09/2016",2010,12,"Ford",0
"444",55,21,1,4,19,20,1,4,2,2016,"02/2016",2015,12,"Ford",0
"445",81,21,2,2,17,18,1,25,2,2016,"02/2016",2009,12,"Ford",0
"446",118,21,2,2,19,48,0,27,1,2016,"01/2016",2015,12,"Ford",0
"447",119,21,4,1,28,28,0,15,3,2016,"03/2016",2015,12,"Ford",0
"448",119,21,5,1,29,29,0,15,3,2016,"03/2016",2016,12,"Ford",0
"449",144,21,1,2,22,23,1,3,4,2016,"04/2016",2015,12,"Ford",0
"450",191,21,3,2,23,57,0,28,4,2016,"04/2016",2013,12,"Ford",0
"451",221,21,2,2,13,44,0,11,5,2016,"05/2016",2011,12,"Ford",0
"452",253,21,2,1,34,34,0,2,5,2016,"05/2016",2008,12,"Ford",0
"453",253,21,4,1,52,52,0,2,5,2016,"05/2016",2012,12,"Ford",0
"454",259,21,1,3,57,79,1,26,5,2016,"05/2016",2008,12,"Ford",0
"455",302,21,2,2,58,63,0,17,6,2016,"06/2016",2014,12,"Ford",0
"456",322,21,1,1,23,23,0,2,6,2016,"06/2016",2011,12,"Ford",0
"457",382,21,1,4,17,21,3,21,7,2016,"07/2016",2013,12,"Ford",0
"458",518,21,2,1,58,58,0,24,9,2016,"09/2016",2015,12,"Ford",0
"459",524,21,3,2,12,46,0,29,9,2016,"09/2016",2013,12,"Ford",0
"460",546,21,2,1,29,29,0,2,6,2016,"06/2016",2014,12,"Ford",0
"461",546,21,3,1,45,45,0,2,6,2016,"06/2016",2010,12,"Ford",0
"462",579,21,2,1,24,24,0,14,10,2016,"10/2016",2010,12,"Ford",0
"463",671,21,4,2,16,18,0,26,11,2016,"11/2016",2008,12,"Ford",0
"464",672,21,1,2,58,58,1,26,11,2016,"11/2016",2010,12,"Ford",0
"465",707,21,2,2,8,36,0,8,12,2016,"12/2016",2011,12,"Ford",0
"466",711,21,2,4,65,73,3,10,12,2016,"12/2016",2014,12,"Ford",0
"467",733,21,1,3,22,55,1,20,12,2016,"12/2016",2011,12,"Ford",0
"468",738,21,2,2,54,59,1,25,12,2016,"12/2016",2016,12,"Ford",0
"469",761,21,2,3,24,30,0,3,11,2016,"11/2016",2013,12,"Ford",0
"470",7,22,1,1,77,77,1,15,1,2016,"01/2016",2013,12,"Ford",0
"471",8,22,2,1,46,46,0,16,1,2016,"01/2016",2012,12,"Ford",0
"472",29,22,2,2,62,72,0,15,1,2016,"01/2016",2014,12,"Ford",0
"473",51,22,3,2,26,27,0,28,2,2016,"02/2016",2008,12,"Ford",0
"474",55,22,2,2,34,35,1,4,2,2016,"02/2016",2015,12,"Ford",0
"475",80,22,2,6,0,60,1,14,2,2016,"02/2016",2015,12,"Ford",0
"476",82,22,4,1,31,31,0,21,2,2016,"02/2016",2016,12,"Ford",0
"477",131,22,3,1,28,28,0,15,3,2016,"03/2016",2009,12,"Ford",0
"478",153,22,2,2,11,18,0,2,3,2016,"03/2016",2014,12,"Ford",0
"479",170,22,2,2,10,40,1,24,4,2016,"04/2016",2011,12,"Ford",0
"480",171,22,2,2,86,93,1,27,4,2016,"04/2016",2011,12,"Ford",0
"481",171,22,3,1,50,50,0,27,4,2016,"04/2016",2011,12,"Ford",0
"482",171,22,5,2,12,39,0,27,4,2016,"04/2016",2015,12,"Ford",0
"483",197,22,2,2,41,53,0,20,4,2016,"04/2016",2015,12,"Ford",0
"484",232,22,1,3,8,30,0,10,4,2016,"04/2016",2016,12,"Ford",0
"485",251,22,1,2,67,69,1,16,3,2016,"03/2016",2008,12,"Ford",0
"486",299,22,2,2,16,74,1,11,6,2016,"06/2016",2010,12,"Ford",0
"487",322,22,3,2,29,33,0,19,8,2016,"08/2016",2010,12,"Ford",0
"488",367,22,2,1,54,54,0,4,8,2016,"08/2016",2011,12,"Ford",0
"489",367,22,3,1,53,53,0,4,8,2016,"08/2016",2016,12,"Ford",0
"490",379,22,2,3,45,71,0,31,8,2016,"08/2016",2008,12,"Ford",0
"491",442,22,1,2,20,24,0,12,10,2016,"10/2016",2010,12,"Ford",0
"492",448,22,2,2,14,46,0,15,8,2016,"08/2016",2014,12,"Ford",0
"493",450,22,1,1,28,28,1,19,8,2016,"08/2016",2008,12,"Ford",0
"494",450,22,2,1,27,27,0,19,8,2016,"08/2016",2011,12,"Ford",0
"495",465,22,1,1,43,43,1,9,9,2016,"09/2016",2008,12,"Ford",0
"496",468,22,1,1,32,32,0,11,4,2016,"04/2016",2011,12,"Ford",0
"497",468,22,2,1,72,72,1,11,4,2016,"04/2016",2011,12,"Ford",0
"498",478,22,5,1,29,29,0,31,8,2016,"08/2016",2011,12,"Ford",0
"499",516,22,1,3,61,76,2,15,10,2016,"10/2016",2015,12,"Ford",0
"500",579,22,1,1,32,32,1,5,6,2016,"06/2016",2015,12,"Ford",0
"501",622,22,1,1,60,60,1,22,12,2016,"12/2016",2015,12,"Ford",0
"502",639,22,2,3,17,18,0,12,11,2016,"11/2016",2008,12,"Ford",0
"503",665,22,2,1,37,37,0,15,12,2016,"12/2016",2014,12,"Ford",0
"504",671,22,1,1,32,32,1,29,12,2016,"12/2016",2010,12,"Ford",0
"505",690,22,1,1,58,58,1,12,11,2016,"11/2016",2010,12,"Ford",0
"506",38,23,1,2,19,19,0,23,4,2016,"04/2016",2011,12,"Ford",0
"507",54,23,2,2,36,55,0,7,6,2016,"06/2016",2016,12,"Ford",0
"508",70,23,1,2,59,59,0,13,7,2016,"07/2016",2012,12,"Ford",0
"509",133,23,2,2,23,24,0,29,12,2016,"12/2016",2013,12,"Ford",0
"510",151,23,2,1,46,46,0,28,9,2016,"09/2016",2015,12,"Ford",0
"511",4,24,3,1,32,32,0,14,2,2016,"02/2016",2008,12,"Ford",0
"512",35,24,1,2,37,38,0,13,2,2016,"02/2016",2013,12,"Ford",0
"513",40,24,1,1,60,60,1,13,1,2016,"01/2016",2010,12,"Ford",0
"514",46,24,2,2,36,46,1,6,2,2016,"02/2016",2010,12,"Ford",0
"515",56,24,3,1,46,46,0,10,3,2016,"03/2016",2014,12,"Ford",0
"516",87,24,3,1,55,55,0,13,4,2016,"04/2016",2014,12,"Ford",0
"517",258,24,1,3,0,48,2,24,8,2016,"08/2016",2012,12,"Ford",0
"518",287,24,1,3,25,26,1,10,9,2016,"09/2016",2012,12,"Ford",0
"519",299,24,2,4,54,84,1,3,10,2016,"10/2016",2016,12,"Ford",0
"520",305,24,1,2,27,27,0,3,9,2016,"09/2016",2013,12,"Ford",0
"521",322,24,1,2,85,93,1,22,9,2016,"09/2016",2016,12,"Ford",0
"522",395,24,2,1,63,63,0,10,11,2016,"11/2016",2010,12,"Ford",0
"523",398,24,2,1,44,44,0,15,10,2016,"10/2016",2008,12,"Ford",0
"524",453,24,1,1,28,28,0,24,9,2016,"09/2016",2013,12,"Ford",0
"525",461,24,1,1,31,31,0,31,10,2016,"10/2016",2015,12,"Ford",0
"526",466,24,2,1,46,46,0,27,12,2016,"12/2016",2014,12,"Ford",0
"527",471,24,3,4,25,34,0,24,11,2016,"11/2016",2014,12,"Ford",0
"528",482,24,2,3,25,55,1,31,12,2016,"12/2016",2016,12,"Ford",0
"529",63,25,2,2,95,100,1,8,1,2016,"01/2016",2009,12,"Ford",0
"530",117,25,1,2,26,50,0,23,4,2016,"04/2016",2012,12,"Ford",0
"531",132,25,2,3,31,58,0,9,6,2016,"06/2016",2014,12,"Ford",0
"532",146,25,2,2,35,35,0,3,8,2016,"08/2016",2016,12,"Ford",0
"533",213,25,2,5,45,59,2,31,8,2016,"08/2016",2014,12,"Ford",0
"534",246,25,2,2,8,64,0,5,8,2016,"08/2016",2009,12,"Ford",0
"535",12,26,5,1,57,57,0,13,1,2016,"01/2016",2009,12,"Ford",0
"536",17,26,5,4,6,70,0,17,1,2016,"01/2016",2014,12,"Ford",0
"537",28,26,2,2,63,79,0,25,1,2016,"01/2016",2011,12,"Ford",0
"538",57,26,1,2,16,18,1,6,2,2016,"02/2016",2009,12,"Ford",0
"539",63,26,1,2,22,23,0,9,2,2016,"02/2016",2008,12,"Ford",0
"540",64,26,1,1,68,68,0,7,2,2016,"02/2016",2009,12,"Ford",0
"541",109,26,2,2,67,88,2,4,1,2016,"01/2016",2015,12,"Ford",0
"542",109,26,5,1,72,72,0,4,1,2016,"01/2016",2015,12,"Ford",0
"543",119,26,1,2,30,61,0,16,2,2016,"02/2016",2011,12,"Ford",0
"544",122,26,2,1,46,46,0,8,1,2016,"01/2016",2013,12,"Ford",0
"545",146,26,2,2,84,86,1,30,3,2016,"03/2016",2010,12,"Ford",0
"546",149,26,3,1,57,57,0,17,3,2016,"03/2016",2014,12,"Ford",0
"547",159,26,1,2,18,18,0,31,3,2016,"03/2016",2009,12,"Ford",0
"548",160,26,4,4,34,94,0,1,4,2016,"04/2016",2014,12,"Ford",0
"549",167,26,2,1,32,32,0,1,4,2016,"04/2016",2010,12,"Ford",0
"550",182,26,1,3,2,70,0,11,4,2016,"04/2016",2013,12,"Ford",0
"551",239,26,2,2,32,32,0,28,4,2016,"04/2016",2011,12,"Ford",0
"552",275,26,2,2,31,36,0,23,5,2016,"05/2016",2011,12,"Ford",0
"553",276,26,2,1,21,21,0,24,5,2016,"05/2016",2014,12,"Ford",0
"554",303,26,2,9,20,37,0,12,5,2016,"05/2016",2016,12,"Ford",0
"555",317,26,1,3,8,39,0,3,6,2016,"06/2016",2008,12,"Ford",0
"556",337,26,1,1,30,30,0,2,6,2016,"06/2016",2013,12,"Ford",0
"557",340,26,1,2,18,23,0,4,6,2016,"06/2016",2010,12,"Ford",0
"558",391,26,1,1,44,44,0,30,6,2016,"06/2016",2013,12,"Ford",0
"559",434,26,1,1,61,61,1,9,7,2016,"07/2016",2016,12,"Ford",0
"560",434,26,2,1,38,38,0,9,7,2016,"07/2016",2008,12,"Ford",0
"561",452,26,1,2,58,90,1,28,7,2016,"07/2016",2015,12,"Ford",0
"562",522,26,1,5,23,41,3,20,8,2016,"08/2016",2008,12,"Ford",0
"563",539,26,1,1,23,23,0,23,8,2016,"08/2016",2016,12,"Ford",0
"564",539,26,2,1,28,28,1,23,8,2016,"08/2016",2008,12,"Ford",0
"565",620,26,2,3,39,46,0,13,9,2016,"09/2016",2011,12,"Ford",0
"566",645,26,2,2,39,40,0,24,9,2016,"09/2016",2016,12,"Ford",0
"567",660,26,1,3,19,21,1,30,9,2016,"09/2016",2011,12,"Ford",0
"568",667,26,2,2,67,71,1,24,9,2016,"09/2016",2012,12,"Ford",0
"569",685,26,4,1,NA,NA,0,20,8,2016,"08/2016",2012,12,"Ford",0
"570",689,26,1,1,61,61,0,2,10,2016,"10/2016",2012,12,"Ford",0
"571",696,26,2,4,7,32,1,9,10,2016,"10/2016",2011,12,"Ford",0
"572",739,26,1,1,38,38,1,9,10,2016,"10/2016",2008,12,"Ford",0
"573",755,26,2,3,30,59,0,28,10,2016,"10/2016",2010,12,"Ford",0
"574",772,26,1,1,23,23,0,23,10,2016,"10/2016",2008,12,"Ford",0
"575",795,26,1,2,67,89,1,2,11,2016,"11/2016",2010,12,"Ford",0
"576",813,26,1,2,22,23,1,11,11,2016,"11/2016",2008,12,"Ford",0
"577",828,26,1,1,39,39,0,13,11,2016,"11/2016",2008,12,"Ford",0
"578",847,26,2,3,24,79,1,11,11,2016,"11/2016",2015,12,"Ford",0
"579",849,26,3,1,61,61,1,10,11,2016,"11/2016",2012,12,"Ford",0
"580",910,26,2,4,0,34,0,11,12,2016,"12/2016",2012,12,"Ford",0
"581",929,26,2,3,20,46,0,17,12,2016,"12/2016",2015,12,"Ford",0
"582",963,26,2,3,20,27,0,31,12,2016,"12/2016",2012,12,"Ford",0
"583",981,26,1,2,21,27,1,28,11,2016,"11/2016",2009,12,"Ford",0
"584",981,26,2,2,31,58,0,28,11,2016,"11/2016",2015,12,"Ford",0
"585",982,26,1,1,22,22,1,11,11,2016,"11/2016",2012,12,"Ford",0
"586",982,26,2,2,21,21,0,11,11,2016,"11/2016",2010,12,"Ford",0
"587",15,27,1,3,11,40,0,22,1,2016,"01/2016",2011,12,"Ford",0
"588",46,27,1,1,22,22,1,29,2,2016,"02/2016",2010,12,"Ford",0
"589",54,27,1,2,29,30,1,9,3,2016,"03/2016",2008,12,"Ford",0
"590",56,27,1,3,29,56,1,17,3,2016,"03/2016",2015,12,"Ford",0
"591",103,27,2,1,53,53,1,28,4,2016,"04/2016",2010,12,"Ford",0
"592",113,27,2,1,73,73,1,17,5,2016,"05/2016",2013,12,"Ford",0
"593",149,27,5,1,54,54,0,20,6,2016,"06/2016",2009,12,"Ford",0
"594",150,27,1,3,14,20,0,23,6,2016,"06/2016",2009,12,"Ford",0
"595",204,27,5,2,13,67,0,10,8,2016,"08/2016",2011,12,"Ford",0
"596",209,27,4,2,28,30,0,13,8,2016,"08/2016",2010,12,"Ford",0
"597",261,27,1,1,35,35,0,2,10,2016,"10/2016",2011,12,"Ford",0
"598",268,27,2,1,72,72,0,9,10,2016,"10/2016",2015,12,"Ford",0
"599",289,27,3,4,5,36,0,22,10,2016,"10/2016",2010,12,"Ford",0
"600",302,27,2,1,23,23,0,3,11,2016,"11/2016",2016,12,"Ford",0
"601",322,27,2,3,3,29,0,18,11,2016,"11/2016",2008,12,"Ford",0
"602",25,28,2,2,9,40,2,23,1,2016,"01/2016",2010,12,"Ford",0
"603",85,28,2,3,19,30,1,9,3,2016,"03/2016",2008,12,"Ford",0
"604",88,28,1,4,2,52,1,11,3,2016,"03/2016",2012,12,"Ford",0
"605",149,28,1,1,18,18,0,22,4,2016,"04/2016",2010,12,"Ford",0
"606",149,28,2,4,3,67,1,22,4,2016,"04/2016",2013,12,"Ford",0
"607",193,28,1,4,11,47,0,7,5,2016,"05/2016",2012,12,"Ford",0
"608",230,28,1,1,39,39,0,26,5,2016,"05/2016",2014,12,"Ford",0
"609",238,28,1,3,33,74,2,29,5,2016,"05/2016",2009,12,"Ford",0
"610",253,28,2,1,35,35,0,6,6,2016,"06/2016",2008,12,"Ford",0
"611",258,28,3,2,13,26,0,8,6,2016,"06/2016",2009,12,"Ford",0
"612",273,28,1,6,18,28,1,12,6,2016,"06/2016",2016,12,"Ford",0
"613",303,28,2,1,67,67,1,26,6,2016,"06/2016",2010,12,"Ford",0
"614",313,28,2,2,28,31,2,1,7,2016,"07/2016",2009,12,"Ford",0
"615",344,28,2,2,19,22,0,14,7,2016,"07/2016",2015,12,"Ford",0
"616",375,28,2,3,16,20,1,5,8,2016,"08/2016",2013,12,"Ford",0
"617",387,28,2,2,0,24,1,12,8,2016,"08/2016",2014,12,"Ford",0
"618",462,28,1,2,52,54,1,30,9,2016,"09/2016",2014,12,"Ford",0
"619",482,28,1,1,45,45,0,6,10,2016,"10/2016",2015,12,"Ford",0
"620",551,28,2,1,58,58,1,18,11,2016,"11/2016",2014,12,"Ford",0
"621",570,28,1,1,68,68,1,28,11,2016,"11/2016",2011,12,"Ford",0
"622",570,28,2,2,27,44,0,28,11,2016,"11/2016",2012,12,"Ford",0
"623",614,28,4,2,20,22,0,21,12,2016,"12/2016",2010,12,"Ford",0
"624",46,29,1,2,19,22,2,31,1,2016,"01/2016",2009,12,"Ford",0
"625",112,29,2,2,88,89,1,27,1,2016,"01/2016",2011,12,"Ford",0
"626",188,29,1,3,6,36,0,16,4,2016,"04/2016",2016,12,"Ford",0
"627",192,29,1,2,78,78,1,27,3,2016,"03/2016",2015,12,"Ford",0
"628",320,29,1,4,1,18,0,22,5,2016,"05/2016",2015,12,"Ford",0
"629",379,29,3,2,43,44,0,8,7,2016,"07/2016",2016,12,"Ford",0
"630",473,29,1,2,61,85,1,6,7,2016,"07/2016",2008,12,"Ford",0
"631",499,29,1,2,29,32,0,6,8,2016,"08/2016",2014,12,"Ford",0
"632",539,29,2,2,67,68,0,5,9,2016,"09/2016",2014,12,"Ford",0
"633",541,29,2,2,43,45,0,6,9,2016,"09/2016",2014,12,"Ford",0
"634",554,29,5,1,19,19,0,5,9,2016,"09/2016",2011,12,"Ford",0
"635",574,29,2,2,57,58,0,16,9,2016,"09/2016",2014,12,"Ford",0
"636",576,29,1,1,72,72,1,17,9,2016,"09/2016",2014,12,"Ford",0
"637",576,29,2,2,39,61,0,17,9,2016,"09/2016",2016,12,"Ford",0
"638",576,29,4,2,54,56,0,17,9,2016,"09/2016",2010,12,"Ford",0
"639",624,29,2,2,22,22,0,1,9,2016,"09/2016",2012,12,"Ford",0
"640",628,29,2,2,81,84,0,21,9,2016,"09/2016",2010,12,"Ford",0
"641",716,29,1,4,27,32,0,24,10,2016,"10/2016",2012,12,"Ford",0
"642",721,29,1,2,31,34,1,28,10,2016,"10/2016",2008,12,"Ford",0
"643",752,29,1,3,15,18,1,16,11,2016,"11/2016",2014,12,"Ford",0
"644",758,29,2,2,18,66,0,15,9,2016,"09/2016",2013,12,"Ford",0
"645",871,29,1,1,40,40,1,9,12,2016,"12/2016",2012,12,"Ford",0
"646",12,30,1,3,9,59,0,8,2,2016,"02/2016",2009,12,"Ford",0
"647",46,30,1,2,86,87,1,13,4,2016,"04/2016",2015,12,"Ford",0
"648",122,30,2,3,29,69,1,1,9,2016,"09/2016",2011,12,"Ford",0
"649",143,30,1,2,40,45,1,8,10,2016,"10/2016",2014,12,"Ford",0
"650",155,30,2,2,57,65,2,29,10,2016,"10/2016",2009,12,"Ford",0
"651",49,31,1,2,22,29,1,23,4,2016,"04/2016",2010,12,"Ford",0
"652",93,31,2,1,22,22,0,10,7,2016,"07/2016",2015,12,"Ford",0
"653",123,31,1,2,28,30,0,25,8,2016,"08/2016",2012,12,"Ford",0
"654",141,31,5,1,52,52,0,31,7,2016,"07/2016",2013,12,"Ford",0
"655",144,31,3,1,51,51,0,23,8,2016,"08/2016",2014,12,"Ford",0
"656",159,31,1,2,47,55,1,27,10,2016,"10/2016",2010,12,"Ford",0
"657",163,31,1,4,18,22,1,29,10,2016,"10/2016",2008,12,"Ford",0
"658",26,32,2,3,49,78,0,22,2,2016,"02/2016",2015,12,"Ford",0
"659",35,32,1,2,65,65,1,15,1,2016,"01/2016",2012,12,"Ford",0
"660",56,32,2,2,66,69,0,20,4,2016,"04/2016",2016,12,"Ford",0
"661",57,32,1,2,83,86,0,31,3,2016,"03/2016",2008,12,"Ford",0
"662",89,32,2,2,6,18,0,7,3,2016,"03/2016",2008,12,"Ford",0
"663",116,32,2,2,43,50,0,12,6,2016,"06/2016",2012,12,"Ford",0
"664",129,32,1,2,29,36,0,7,7,2016,"07/2016",2016,12,"Ford",0
"665",132,32,1,3,1,39,0,11,6,2016,"06/2016",2013,12,"Ford",0
"666",192,32,1,4,26,31,1,11,8,2016,"08/2016",2016,12,"Ford",0
"667",230,32,2,2,20,53,1,24,11,2016,"11/2016",2008,12,"Ford",0
"668",237,32,1,4,38,46,0,9,12,2016,"12/2016",2014,12,"Ford",0
"669",266,32,3,2,25,29,0,16,9,2016,"09/2016",2015,12,"Ford",0
"670",272,32,1,2,22,27,1,17,11,2016,"11/2016",2010,12,"Ford",0
"671",16,33,1,2,48,49,1,17,3,2016,"03/2016",2008,12,"Ford",0
"672",61,33,2,2,37,39,0,17,7,2016,"07/2016",2016,12,"Ford",0
"673",79,33,1,3,25,41,1,19,8,2016,"08/2016",2013,12,"Ford",0
"674",84,33,2,2,44,47,0,5,9,2016,"09/2016",2015,12,"Ford",0
"675",102,33,1,1,50,50,0,10,10,2016,"10/2016",2016,12,"Ford",0
"676",111,33,2,2,50,63,0,6,11,2016,"11/2016",2015,12,"Ford",0
"677",188,34,4,1,31,31,0,27,6,2016,"06/2016",2010,12,"Ford",0
"678",229,34,1,3,47,72,0,29,6,2016,"06/2016",2012,12,"Ford",0
"679",235,34,3,2,25,25,0,24,7,2016,"07/2016",2009,12,"Ford",0
"680",245,34,2,1,33,33,1,1,7,2016,"07/2016",2016,12,"Ford",0
"681",245,34,4,1,38,38,0,1,7,2016,"07/2016",2016,12,"Ford",0
"682",275,34,1,3,4,47,0,22,7,2016,"07/2016",2010,12,"Ford",0
"683",311,34,2,1,31,31,0,22,8,2016,"08/2016",2014,12,"Ford",0
"684",367,34,2,2,8,32,0,30,9,2016,"09/2016",2012,12,"Ford",0
"685",397,34,1,2,39,57,1,28,10,2016,"10/2016",2009,12,"Ford",0
"686",413,34,2,2,17,29,1,8,11,2016,"11/2016",2016,12,"Ford",0
"687",415,34,2,2,21,24,0,12,11,2016,"11/2016",2010,12,"Ford",0
"688",449,34,1,1,50,50,0,12,10,2016,"10/2016",2016,12,"Ford",0
"689",449,34,2,1,77,77,1,12,10,2016,"10/2016",2009,12,"Ford",0
"690",486,34,2,2,4,60,0,2,9,2016,"09/2016",2010,12,"Ford",0
"691",524,34,2,1,31,31,1,5,12,2016,"12/2016",2011,12,"Ford",0
"692",565,34,3,2,20,22,0,29,11,2016,"11/2016",2015,12,"Ford",0
"693",34,35,1,4,34,58,1,18,2,2016,"02/2016",2015,12,"Ford",0
"694",52,35,2,2,26,42,2,16,3,2016,"03/2016",2015,12,"Ford",0
"695",72,35,1,2,73,79,1,1,4,2016,"04/2016",2008,12,"Ford",0
"696",126,35,2,3,20,52,2,27,5,2016,"05/2016",2013,12,"Ford",0
"697",197,35,2,1,28,28,0,22,7,2016,"07/2016",2011,12,"Ford",0
"698",211,35,2,1,66,66,1,18,8,2016,"08/2016",2012,12,"Ford",0
"699",232,35,1,4,7,70,1,29,7,2016,"07/2016",2011,12,"Ford",0
"700",234,35,2,3,27,54,0,29,8,2016,"08/2016",2011,12,"Ford",0
"701",271,35,1,3,36,38,0,10,10,2016,"10/2016",2014,12,"Ford",0
"702",279,35,1,2,19,30,1,18,10,2016,"10/2016",2010,12,"Ford",0
"703",326,35,5,2,30,46,0,17,12,2016,"12/2016",2014,12,"Ford",0
"704",338,35,2,1,NA,NA,0,28,11,2016,"11/2016",2013,12,"Ford",0
"705",360,35,1,2,27,27,0,14,12,2016,"12/2016",2014,12,"Ford",0
"706",362,35,2,2,58,60,0,15,1,2016,"01/2016",2015,12,"Ford",0
"707",30,36,2,1,62,62,0,17,1,2016,"01/2016",2013,12,"Ford",0
"708",54,36,2,2,20,26,0,30,1,2016,"01/2016",2011,12,"Ford",0
"709",80,36,1,3,9,48,0,28,2,2016,"02/2016",2014,12,"Ford",0
"710",90,36,1,2,40,43,1,19,2,2016,"02/2016",2008,12,"Ford",0
"711",136,36,1,1,21,21,0,26,2,2016,"02/2016",2014,12,"Ford",0
"712",155,36,1,2,55,55,0,5,4,2016,"04/2016",2009,12,"Ford",0
"713",159,36,3,1,39,39,0,4,4,2016,"04/2016",2014,12,"Ford",0
"714",183,36,2,3,18,35,0,7,4,2016,"04/2016",2010,12,"Ford",0
"715",287,36,1,3,36,55,2,20,4,2016,"04/2016",2010,12,"Ford",0
"716",307,36,1,2,69,69,1,1,6,2016,"06/2016",2010,12,"Ford",0
"717",307,36,2,1,70,70,0,1,6,2016,"06/2016",2015,12,"Ford",0
"718",317,36,2,5,0,56,0,2,6,2016,"06/2016",2016,12,"Ford",0
"719",342,36,1,2,21,29,0,10,6,2016,"06/2016",2016,12,"Ford",0
"720",371,36,4,3,18,50,0,19,6,2016,"06/2016",2016,12,"Ford",0
"721",371,36,6,3,27,61,0,19,6,2016,"06/2016",2012,12,"Ford",0
"722",371,36,9,2,33,34,0,19,6,2016,"06/2016",2016,12,"Ford",0
"723",381,36,1,3,23,57,1,26,6,2016,"06/2016",2016,12,"Ford",0
"724",381,36,3,1,34,34,0,26,6,2016,"06/2016",2010,12,"Ford",0
"725",403,36,1,3,26,64,0,5,6,2016,"06/2016",2010,12,"Ford",0
"726",466,36,2,4,5,82,0,24,6,2016,"06/2016",2014,12,"Ford",0
"727",498,36,1,2,1,34,0,4,8,2016,"08/2016",2010,12,"Ford",0
"728",499,36,1,2,29,39,0,9,8,2016,"08/2016",2012,12,"Ford",0
"729",500,36,1,3,17,19,0,9,8,2016,"08/2016",2011,12,"Ford",0
"730",507,36,1,2,23,54,1,6,7,2016,"07/2016",2015,12,"Ford",0
"731",507,36,2,1,22,22,0,6,7,2016,"07/2016",2016,12,"Ford",0
"732",517,36,1,2,42,43,0,26,5,2016,"05/2016",2011,12,"Ford",0
"733",542,36,1,2,14,16,0,1,8,2016,"08/2016",2016,12,"Ford",0
"734",601,36,2,1,23,23,0,30,8,2016,"08/2016",2011,12,"Ford",0
"735",708,36,1,5,34,38,0,24,9,2016,"09/2016",2016,12,"Ford",0
